,sentimen,before,after
32,negatif,baguslah pendukung jokowi tebang pohon bkn dg golok gergaji tapi dg ranting pohon itu sendiri jadi elektabilitas jokowi nyungseb bkn oleh lawan politiknya tapi oleh pendukung dari dalam sendiri tolol dipelihara dasar ebong  â€¦,baguslah pendukung jokowi tebang pohon bkn dg golok gergaji tapi dg ranting pohon itu sendiri jadi elektabilitas jokowi nyungseb bkn oleh lawan politiknya tapi oleh pendukung dari dalam sendiri tolol dipelihara dasar ebong
34,netral,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi  â€¦ via ,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi via
36,positif,tak akan terima gaji sbg presiden dan wapres akan disumbangkan ke negara dan fakir miskin pertama dlm sejarah bangsa indonesia debat pilpres pernyataan penutup prabowo sandiaga uno   lewat youtube,tak akan terima gaji sbg presiden dan wapres akan disumbangkan ke negara dan fakir miskin pertama dlm sejarah bangsa indonesia debat pilpres pernyataan penutup prabowo sandiaga uno lewat youtube
37,positif,kalau infrastructure yg di bangun pakai uang pribadi dia boleh lah yg ga mendukung untuk tidak lewat sana tp ini pakai pajak dr semua warga negara dan setiap lewat pun harus bayar ,kalau infrastructure yg di bangun pakai uang pribadi dia boleh lah yg ga mendukung untuk tidak lewat sana tp ini pakai pajak dr semua warga negara dan setiap lewat pun harus bayar
38,positif,pilih orang baik pilih yg jelas islamnya pilih yg baju putih ada beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â€¦,pilih orang baik pilih yg jelas islamnya pilih yg baju putih ada beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya
39,positif,bersatu bersama jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat â€¦ ,bersatu bersama jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
42,netral,gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of throneâ€ presiden jokowi penting kekuatan bersama untuk kalahkan â€˜evil winterâ€ â€¦ â€¦ tetap jokowi,gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of presiden jokowi penting kekuatan bersama untuk kalahkan tetap jokowi
43,positif, vidiaamanda april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan https bit l,vidiaamanda april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan https bit l
44,netral,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi â€¦ optimis indonesia maju,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi optimis indonesia maju
47,netral,gasah mengejek program pa jokowi karena program ini jg tdk asal pasti sdh dipikirkan mateng seperti program kis dulu mari kita hargai jgn saling menghujat ,gasah mengejek program pa jokowi karena program ini jg tdk asal pasti sdh dipikirkan mateng seperti program kis dulu mari kita hargai jgn saling menghujat
48,netral,monggo silahkan itu hak anda hargai juga kami yg inginkan perubahan lebih baik ,monggo silahkan itu hak anda hargai juga kami yg inginkan perubahan lebih baik
49,positif,pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â€¦,pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya
50,negatif,he he he sok bijak nih antek orba pikirkan letjen pecatan yang bilang biang kerok ekonomi indonesia adalah presiden sebelum jokowi ada jenderal sby gimana demokrat ngga beralih dukungan ke jokowi coba ,he he he sok bijak nih antek orba pikirkan letjen pecatan yang bilang biang kerok ekonomi indonesia adalah presiden sebelum jokowi ada jenderal sby gimana demokrat ngga beralih dukungan ke jokowi coba
51,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ via metrobali,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi via metrobali
52,netral,gue kasih tau beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih,gue kasih tau beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya pilih orang pilih jelas pilih baju putih
53,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ via bali netizen,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi via bali netizen
55,positif,pilih orang baik pilih jelas islamnya pilih baju putih menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan ,pilih orang baik pilih jelas islamnya pilih baju putih menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan
57,positif,lalu berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang baik pilih yg jelas islamnya pilih yg baju putih â€¦ ,lalu berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang baik pilih yg jelas islamnya pilih yg baju putih
58,negatif,disitu pak jokowi hanya membahas game online bagi pemain profesional bahkan sekarang udah ada piala presiden mobile legend dan hadiahnya sangat besar jika kita mau bersaing didunia online seperti game ekonomi kita juga akan naik ,disitu pak jokowi hanya membahas game online bagi pemain profesional bahkan sekarang udah ada piala presiden mobile legend dan hadiahnya sangat besar jika kita mau bersaing didunia online seperti game ekonomi kita juga akan naik
59,positif, jokowi khmarufamin april pilih jokowi kma pada ngerti kan kalo pak jokowi belajar ngaji sejak sebelum jadi pejabat murni mendalami agama tanpa unsur pencitraan pilih orang baik pilih jelas islamnya pilih baju putih,jokowi khmarufamin april pilih jokowi kma pada ngerti kan kalo pak jokowi belajar ngaji sejak sebelum jadi pejabat murni mendalami agama tanpa unsur pencitraan pilih orang baik pilih jelas islamnya pilih baju putih
60,positif,repost from sandiuno repost media app prabowo sandi tidak ingin gagal fokus kita ingin pembangunan besar besaran ini berdampak langsung pada ekonomi dan kesejahteraanâ€¦ â€¦,repost from sandiuno repost media app prabowo sandi tidak ingin gagal fokus kita ingin pembangunan besar besaran ini berdampak langsung pada ekonomi dan
61,negatif,alasan prabowo sandi tak terima gaji jika menang negara sedang susah  â€¦,alasan prabowo sandi tak terima gaji jika menang negara sedang susah
62,negatif,he he he pikirkan letjen pecatan yang bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima dungu ,he he he pikirkan letjen pecatan yang bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima dungu
64,positif,janji tak ambil gaji jika menang pilpres prabowo bukti kita tulus â€¦,janji tak ambil gaji jika menang pilpres prabowo bukti kita tulus
65,negatif,terus lah bersuara minta keadilan satu suara begitu berarti kpu id kerja yang benar jangan makan gaji buta jangan curang ,terus lah bersuara minta keadilan satu suara begitu berarti kpu id kerja yang benar jangan makan gaji buta jangan curang
67,positif,gue kasih tau menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan â â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih,gue kasih tau menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan pilih orang pilih jelas pilih baju putih
68,netral,berita terbaru prabowo saya tak ingin naikkan pajak persen dalam setahun telah ada di    â€¦,berita terbaru prabowo saya tak ingin naikkan pajak persen dalam setahun telah ada di
70,netral,gue kasih tau berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat â â€¦ â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih,gue kasih tau berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang pilih jelas pilih baju putih
71,positif,pilih orang baik pilih jelas islamnya pilih baju putih presiden jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter â€¦,pilih orang baik pilih jelas islamnya pilih baju putih presiden jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter
72,positif,bersatu menangkan jokowi pilih orang baik pilih jelas islamnya pilih baju putih brbagai upaya telah dilakukan utk membangun indonesia bebas korupsi dr pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan bg masyarakat yg mengungkap korupsi ,bersatu menangkan jokowi pilih orang baik pilih jelas islamnya pilih baju putih brbagai upaya telah dilakukan utk membangun indonesia bebas korupsi dr pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan bg masyarakat yg mengungkap korupsi
73,negatif,leres pakdhe salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum jadi pripun kabare ðÿ‘‰ duatahunnovel pakde jokowi ðÿ˜šâ˜º,leres pakdhe salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum jadi pripun kabare duatahunnovel pakde jokowi
74,negatif,demikian pak prabowo walau pendidikannya tentara tapi ayahnya seorang ekonom legendaris di indonesia ya kali deh gak ngerti makro dan mikro makro dan mikro pelajaran semester satu dua di fakultas ekonomi cmiiw ketauan jae baru belajar ekonomi kacaw ,demikian pak prabowo walau pendidikannya tentara tapi ayahnya seorang ekonom legendaris di indonesia ya kali deh gak ngerti makro dan mikro makro dan mikro pelajaran semester satu dua di fakultas ekonomi cmiiw ketauan jae baru belajar ekonomi kacaw
75,netral,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka melihat jalanya yg megah seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang ,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka melihat jalanya yg megah seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang
76,netral,pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter â€¦,pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter
77,netral,katanya jas itu harga mahal dan pakaian orang eropa dan amerika ,katanya jas itu harga mahal dan pakaian orang eropa dan amerika
78,netral,prabowo janjikan harga karet dan kelapa sawit bikin senyum petani  â€¦,prabowo janjikan harga karet dan kelapa sawit bikin senyum petani
80,negatif,mencontoh ekonomi china bukannya sujud seperti sekarang iniðÿ¤£,mencontoh ekonomi china bukannya sujud seperti sekarang
81,positif,fyi gaes berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat â â€¦ â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih,fyi gaes berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang pilih jelas pilih baju putih
82,netral,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman seorang jokowi memiliki wakil yg berpengalaman dibidang ekonomi â€¦,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman seorang jokowi memiliki wakil yg berpengalaman dibidang ekonomi
83,negatif,berapa sih gaji presiden dan wakil presiden berapa sih tunjangannya kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat itu baru jualan klu hanya gaji itu namanya jualan basi ,berapa sih gaji presiden dan wakil presiden berapa sih tunjangannya kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat itu baru jualan klu hanya gaji itu namanya jualan basi
84,positif,mungkin pak prabowo mengharap ketulusan karyawan untuk tidak menuntut gajiðÿ˜…,mungkin pak prabowo mengharap ketulusan karyawan untuk tidak menuntut
85,netral,jamu jokowi raja salman sajikan nasi mandhi warta ekonomi  â€¦,jamu jokowi raja salman sajikan nasi mandhi warta ekonomi
86,positif,pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan ,pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan
88,positif, prabowo sandiuno tidak akan ambil gaji serupiah pun jika terpilih sbg presiden ri benar kata alm gus dur orang yg paling ihlas utk indonesia adalah prabowo prabowo sandi okbanget prabowo sandi tak terbendung tutuptusuk,prabowo sandiuno tidak akan ambil gaji serupiah pun jika terpilih sbg presiden ri benar kata alm gus dur orang yg paling ihlas utk indonesia adalah prabowo prabowo sandi okbanget prabowo sandi tak terbendung tutuptusuk
89,netral,jokowi maruf bicara pengalaman prabowo sandi janji tak ambil gaji  â€¦,jokowi maruf bicara pengalaman prabowo sandi janji tak ambil gaji
91,negatif,gak perlu suudzon di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan arab saudi gak usah nyinyir bro urus tuh junjunganmu yg lagi ziarah kubur moga aja gak nyembah kuburan ,gak perlu suudzon di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan arab saudi gak usah nyinyir bro urus tuh junjunganmu yg lagi ziarah kubur moga aja gak nyembah kuburan
92,positif,pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak anak muda kreatif ,pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak anak muda kreatif
93,positif,pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur jokowi jg berhasil memperbaiki ekonomi indonesia â€¦,pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur jokowi jg berhasil memperbaiki ekonomi indonesia
94,positif,jokowi maruf pemimpin indonesia pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â€¦,jokowi maruf pemimpin indonesia pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya
98,negatif,prabowo sandi sepakat ekonomi indonesia salah arah   via kedaipenacom,prabowo sandi sepakat ekonomi indonesia salah arah via kedaipenacom
99,netral,fyi gaes beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih,fyi gaes beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya pilih orang pilih jelas pilih baju putih
102,netral,pilih orang baik pilih jelas islamnya pilih baju putih pentingnya sisi industri kreatif dan inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian ,pilih orang baik pilih jelas islamnya pilih baju putih pentingnya sisi industri kreatif dan inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian
103,netral,buka porprov jateng ganjar ingin kepala daerah contoh jokowi hargai atlet jokowi kyai maruf rakyat apresiasi kinerja jokowi â€¦,buka porprov jateng ganjar ingin kepala daerah contoh jokowi hargai atlet jokowi kyai maruf rakyat apresiasi kinerja jokowi
105,netral, khmarufamin untuk indonesia maju pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan ,khmarufamin untuk indonesia maju pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan
106,positif,jokowi mendukung esport di indonesia mobile legend pubg free fire dll prabowo lebih memperdulikan sandang pangan harga harga turun gua udah punya pilihan skarang ,jokowi mendukung esport di indonesia mobile legend pubg free fire dll prabowo lebih memperdulikan sandang pangan harga harga turun gua udah punya pilihan skarang
107,netral, vidiaamanda april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi,vidiaamanda april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi
108,negatif,namun adlh antara masyarakat banyak yg bekerja nyata membayar pajak namun dieksploitasi dirampok hak dua hartanya dengan sedikit org yg menetapkan aturan meraup keuntungan serta ingin selalu mengeksploitasi merampok harta negara bangsa serta menghindari pajak ,namun adlh antara masyarakat banyak yg bekerja nyata membayar pajak namun dieksploitasi dirampok hak dua hartanya dengan sedikit org yg menetapkan aturan meraup keuntungan serta ingin selalu mengeksploitasi merampok harta negara bangsa serta menghindari pajak
109,netral, dinikurnia april coblos jokowi maruf pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi,dinikurnia april coblos jokowi maruf pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi
110,netral, khmarufamin april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak anak muda kreatif ,khmarufamin april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak anak muda kreatif
112,netral,terpilih jadi presiden wapres prabowo sandi berjanji akan berikan gajinya bagi kaum miskinâ€¦,terpilih jadi presiden wapres prabowo sandi berjanji akan berikan gajinya bagi kaum
114,positif,jokowi kma pemimpin optimis pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â€¦,jokowi kma pemimpin optimis pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya
115,positif,madura prabowo harga mati ðÿ‘†ðÿ»ðÿ‘ˆðÿ»ðÿ˜€ðÿ˜€,madura prabowo harga mati
118,netral,pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat â€¦ ,pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
119,netral,sy hargai sikap anda bang tp lgsg unfol tanpa sy tau mslah sblm ini rasanya aneh jg bang lagian yg bikin tweet mention yg brsangkutan jg kan pasti punya tujuan baik jg buat mengingatkan apa gak malah kontraproduktif kl lgsg diunfol ,sy hargai sikap anda bang tp lgsg unfol tanpa sy tau mslah sblm ini rasanya aneh jg bang lagian yg bikin tweet mention yg brsangkutan jg kan pasti punya tujuan baik jg buat mengingatkan apa gak malah kontraproduktif kl lgsg diunfol
