,sentimen,before,after
10,positif,"pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia  pencapaian ekonomi selama pemerintahan jokowi. coblos satu yuk kerja pasti !",pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi coblos satu yuk kerja pasti 
11,positif,"calon presiden jokowi menjelaskan program kartu pra kerja akan memberikan insentif dalam kurun waktu tertentu, bukan berarti memberikan gaji secara cuma-cuma bagi masyarakat yang belum berpenghasilan. jokowi kyai maruf",calon presiden jokowi menjelaskan program kartu pra kerja akan memberikan insentif dalam kurun waktu tertentu bukan berarti memberikan gaji secara cuma cuma bagi masyarakat yang belum berpenghasilan jokowi kyai maruf
12,negatif,"gak nginti lu to @yunartowijaya, dan si @at_abdillahtoha juga gak ngacaaa,, gak usah ngajarin sandi soal ekonomi dibanding jokowi.",gak nginti lu to yunartowijaya dan si at abdillahtoha juga gak ngacaaa gak usah ngajarin sandi soal ekonomi dibanding jokowi 
13,positif,"menurut jokowi, pemerintah selalu berupaya menjaga keseimbangan agar harga pada posisi normal. petani sebagai produsen senang karena hasil kerjanya dihargai secara layak. jokowi kyai maruf rakyat ingin jokowi menang",menurut jokowi pemerintah selalu berupaya menjaga keseimbangan agar harga pada posisi normal petani sebagai produsen senang karena hasil kerjanya dihargai secara layak jokowi kyai maruf rakyat ingin jokowi menang
14,netral,"terlalu berat nge bahas ekonomi dgn angka.. cukup bahas mobil lejen aj,",terlalu berat nge bahas ekonomi dgn angka cukup bahas mobil lejen aj 
15,netral,"mantulz sekali pak..mengisi masa tenang dg umroh bersama kel tercinta, istri, anak... pada ahirnya memang  keluarga lah asset plg berharga, sehat sll pakdeee...ðÿ‘ðÿ‘ðÿ‘",mantulz sekali pak mengisi masa tenang dg umroh bersama kel tercinta istri anak pada ahirnya memang keluarga lah asset plg berharga sehat sll pakdeee ðÿ‘ðÿ‘ðÿ‘
16,positif,pilih orang baik pilih jelas islamnya pilih baju putih pentingnya sisi industri kreatif dan inovatif di era industri global. membuat jokowi tergerak untuk mengubah badan ekonomi kreatif (bekraf) menjadi sebuah kementerian . coblos satu yuk kerja pasti !,pilih orang baik pilih jelas islamnya pilih baju putih pentingnya sisi industri kreatif dan inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian coblos satu yuk kerja pasti 
17,positif,"dalam  pakta integritas antara prabowo sandi dan ulama yg terlibat dalam ijtimak ulama sudah sangat jelas bahwa pancasila dan nkri itu adalah harga mati, tidak ada itu khilafah, khilafah hanyalah bualan para makhluk di kolam uasdifitnah keji dan brutal uasdifitnah keji balas di tps",dalam pakta integritas antara prabowo sandi dan ulama yg terlibat dalam ijtimak ulama sudah sangat jelas bahwa pancasila dan nkri itu adalah harga mati tidak ada itu khilafah khilafah hanyalah bualan para makhluk di kolam uasdifitnah keji dan brutal uasdifitnah keji balas di tps
18,netral,"saya dengar pak, mbak vidya, dari curup. dulu beli lipstik purbasari harga  ribu. tapi sekarang beli lipstik nyx gak cukup  ribu ðÿ˜­",saya dengar pak mbak vidya dari curup dulu beli lipstik purbasari harga ribu tapi sekarang beli lipstik nyx gak cukup ribu ðÿ˜­
19,positif,prabowo sejak jadi tni puluhan tahun nggak dia ambil gajinya serupiah pun. sandi sejak jadi wagub jg demikian . susah ya cari orang seperti mereka?? yang gak ambil gaji dari hasil mereka kerja untuk negara!!,prabowo sejak jadi tni puluhan tahun nggak dia ambil gajinya serupiah pun sandi sejak jadi wagub jg demikian susah ya cari orang seperti mereka yang gak ambil gaji dari hasil mereka kerja untuk negara 
20,netral,assalamu'alaikum.  saya tahu satu suara itu sgt berharga dlm upaya memenangkan dua @prabowo & @sandiuno saya hrs merelakan suara dikarenakan berada di jkt namun ktp daerah. semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa. semoga allah swt mengabulkan itu. aamiin ya rabb  â€¦,assalamualaikum saya tahu satu suara itu sgt berharga dlm upaya memenangkan dua prabowo sandiuno saya hrs merelakan suara dikarenakan berada di jkt namun ktp daerah semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa semoga allah swt mengabulkan itu aamiin ya rabb  â€¦
21,negatif,"jika terpilih, prabowo-sandiaga janji tak ambil gaji - kita tahu mereka orang-orang yang superkaya, mbok ya rendah hatilah jangan menyatakan kata berkonotasi angkuh !!  â€¦",jika terpilih prabowo sandiaga janji tak ambil gaji kita tahu mereka orang orang yang superkaya mbok ya rendah hatilah jangan menyatakan kata berkonotasi angkuh â€¦
22,negatif,@prabowo apa bapak  gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan dua ? mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg  tirakat/mujahadah .jika tdk maka dua akan  semua  tirakat/, prabowo apa bapak gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan dua mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg tirakat mujahadah jika tdk maka dua akan semua tirakat 
24,positif,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman. seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi. coblos yuk satu yaâ€¦.  â€¦,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman seorang jokowi memiliki wakil yg berpengalaman dibidang ekonomi coblos yuk satu yaâ€¦ â€¦
25,negatif,"ummat islam yg waras dan cerdas pasti senang beramal,coblos prabowo  anda ikut andil dlm beramal , gaji beliau tdk diambil  tp untk amal***",ummat islam yg waras dan cerdas pasti senang beramal coblos prabowo anda ikut andil dlm beramal gaji beliau tdk diambil tp untk amal 
26,positif,"pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur, jokowi jg berhasil memperbaiki ekonomi indonesia. coblos yuk satu yaâ€¦.  â€¦",pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur jokowi jg berhasil memperbaiki ekonomi indonesia coblos yuk satu yaâ€¦ â€¦
27,negatif,"model ngeles petruk sudah ketaker ber-busa didepan sandi ngomongin ekonomi makro dg congkaknya untung sandi nya sabar gak di kick balik pantesan menterinya yg pintar pada mbodoni , lha juragannya kyk gini pek*k nya ..ðÿ˜¢ðÿ˜¬ uasdifitnah keji balas di tps @prabowo @sandiuno",model ngeles petruk sudah ketaker ber busa didepan sandi ngomongin ekonomi makro dg congkaknya untung sandi nya sabar gak di kick balik pantesan menterinya yg pintar pada mbodoni lha juragannya kyk gini pek k nya ðÿ˜¢ðÿ˜¬ uasdifitnah keji balas di tps prabowo sandiuno
28,positif,"dengan memilih dua kita sudah bersodakoh, karna prabowo sandi menyumbangkan gaji mereka untuk negara,fakir miskin, yatim piatu, masjid. jadikan prabowo sandi presiden dan wakil presiden ri save_uas",dengan memilih dua kita sudah bersodakoh karna prabowo sandi menyumbangkan gaji mereka untuk negara fakir miskin yatim piatu masjid jadikan prabowo sandi presiden dan wakil presiden ri save uas
29,positif,alhamdulillah capres dua mau sedekahkan gajinya untuk rakyat miskin.. disini kami korban gempa pasigala butuh bantuan pak.. @prabowo @sandiuno @karniilyas @rockygerung prabowo sandi duamenang adil makmur,alhamdulillah capres dua mau sedekahkan gajinya untuk rakyat miskin disini kami korban gempa pasigala butuh bantuan pak prabowo sandiuno karniilyas rockygerung prabowo sandi duamenang adil makmur
30,netral,"no.  donk mang. dan sayah percaya, semua saudara seperjuangan dua, ikhlas hanya ingin negeri ini berubah jauh lebik baik lg dari sekarang. masyarakatnya damai, tenang, aman...kesejahteraan meningkat, harga rendah & stabil uasdifitnah keji balas di tps uasdifitnah keji balas di tps",no donk mang dan sayah percaya semua saudara seperjuangan dua ikhlas hanya ingin negeri ini berubah jauh lebik baik lg dari sekarang masyarakatnya damai tenang aman kesejahteraan meningkat harga rendah stabil uasdifitnah keji balas di tps uasdifitnah keji balas di tps
31,negatif,@divhumas_polri gakan di ladenin sama pak pulisi karna pak pulisi di gaji sama @jokowi pake duit @jokowi bukaan sama rakyat!!! lapor nya nanti aja tunggu udah ganti presiden uasdifitnah keji dan brutal uasdifitnah keji dan brutal uasdifitnah keji dan brut, divhumas polri gakan di ladenin sama pak pulisi karna pak pulisi di gaji sama jokowi pake duit jokowi bukaan sama rakyat lapor nya nanti aja tunggu udah ganti presiden uasdifitnah keji dan brutal uasdifitnah keji dan brutal uasdifitnah keji dan brut
32,negatif,"baguslah pendukung jokowi tebang pohon bkn dg golok/gergaji, tapi dg ranting pohon itu sendiri, jadi elektabilitas jokowi nyungseb bkn oleh lawan politiknya, tapi oleh pendukung dari dalam sendiri. tolol dipelihara, dasar ebong   â€¦",baguslah pendukung jokowi tebang pohon bkn dg golok gergaji tapi dg ranting pohon itu sendiri jadi elektabilitas jokowi nyungseb bkn oleh lawan politiknya tapi oleh pendukung dari dalam sendiri tolol dipelihara dasar ebong  â€¦
33,positif,"memang tidak bisa kita menghendaki harga cabai sampai rp ., harga bawang sampai rp ., petaninya yang kasihan, kata jokowi jokowi kyai maruf periode lagi untuk jokowi pesona bono surfing",memang tidak bisa kita menghendaki harga cabai sampai rp harga bawang sampai rp petaninya yang kasihan kata jokowi jokowi kyai maruf periode lagi untuk jokowi pesona bono surfing
34,netral,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi   â€¦ via @,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi  â€¦ via 
35,negatif,dua kelar hidupmu.. bisanya cuma harga mahal turunkan solusi % kubu prabowo bahlull,dua kelar hidupmu bisanya cuma harga mahal turunkan solusi kubu prabowo bahlull
36,positif,tak akan terima gaji sbg presiden dan wapres. akan disumbangkan ke negara dan fakir miskin..pertama dlm sejarah bangsa indonesia..  debat pilpres: pernyataan penutup prabowo-sandiaga uno    lewat @youtube,tak akan terima gaji sbg presiden dan wapres akan disumbangkan ke negara dan fakir miskin pertama dlm sejarah bangsa indonesia debat pilpres pernyataan penutup prabowo sandiaga uno   lewat youtube
37,positif,"kalau infrastructure yg di bangun pakai uang pribadi dia boleh lah yg ga mendukung untuk tidak lewat sana,, tp ini pakai pajak dr semua warga negara dan setiap lewat pun harus bayar.",kalau infrastructure yg di bangun pakai uang pribadi dia boleh lah yg ga mendukung untuk tidak lewat sana tp ini pakai pajak dr semua warga negara dan setiap lewat pun harus bayar 
38,positif,"pilih orang baik pilih yg jelas islamnya pilih yg baju putih ada beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  â€¦",pilih orang baik pilih yg jelas islamnya pilih yg baju putih ada beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â€¦
39,positif,"bersatu bersama jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.  â€¦]",bersatu bersama jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat â€¦ 
41,netral,"maaf pak , rakyat tdk butuh pelukan , rakyat butuh harga sembako murah , listrik tarif turunkan , butuh lap kerja , bukan janji saja , uasdifitnah keji dan brutal",maaf pak rakyat tdk butuh pelukan rakyat butuh harga sembako murah listrik tarif turunkan butuh lap kerja bukan janji saja uasdifitnah keji dan brutal
42,netral,"gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of throneâ€™, presiden jokowi: penting, kekuatan bersama untuk kalahkan â€˜evil winterâ€™  â€¦ â€¦ tetap jokowi",gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of throneâ€™ presiden jokowi penting kekuatan bersama untuk kalahkan â€˜evil winterâ€™ â€¦ â€¦ tetap jokowi
43,positif,"@vidiaamanda  april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. namun, di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan. https://bit.l", vidiaamanda april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan https bit l
44,netral,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ optimis indonesia maju,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi â€¦ optimis indonesia maju
45,negatif,uahuasuahuas ... meskipun aku di surga mungkin aku tak bahagia bahagiaku tak sempurna bila itu tanpamu... *gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga.... ckckckck... salah milih guru ngaji gue... ganti pengajian,uahuasuahuas meskipun aku di surga mungkin aku tak bahagia bahagiaku tak sempurna bila itu tanpamu gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga ckckckck salah milih guru ngaji gue ganti pengajian
46,negatif,"buat anggota @kpu_id anda tdk layak digaji, sebaiknya rasa malu diutamakan daripada isi perut. gede bacot minim torehan prestasi.  cc @jokowi",buat anggota kpu id anda tdk layak digaji sebaiknya rasa malu diutamakan daripada isi perut gede bacot minim torehan prestasi cc jokowi
47,netral,"gasah mengejek program pa jokowi , karena program ini jg tdk asal ,pasti sdh dipikirkan mateng ,seperti program kis dulu ....mari kita hargai jgn saling menghujat .",gasah mengejek program pa jokowi karena program ini jg tdk asal pasti sdh dipikirkan mateng seperti program kis dulu mari kita hargai jgn saling menghujat 
48,netral,monggo silahkan..itu hak anda...hargai juga kami yg inginkan perubahan lebih baik...,monggo silahkan itu hak anda hargai juga kami yg inginkan perubahan lebih baik 
49,positif,"pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  â€¦",pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â€¦
50,negatif,"he, he, he, sok bijak nih antek orba! pikirkan letjen pecatan yang bilang biang kerok ekonomi indonesia adalah presiden sebelum jokowi, ada jenderal sby! gimana demokrat ngga beralih dukungan ke jokowi coba?",he he he sok bijak nih antek orba pikirkan letjen pecatan yang bilang biang kerok ekonomi indonesia adalah presiden sebelum jokowi ada jenderal sby gimana demokrat ngga beralih dukungan ke jokowi coba 
51,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi:   â€¦ via @metrobali,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ via metrobali
52,netral,"gue kasih tau..beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.â  â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih",gue kasih tau beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya â â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih
53,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi   â€¦ via @bali netizen,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ via bali netizen
54,positif,"dalam penjelasannya kyai @khmarufamin_ mau menjadi cawapres karna @jokowi punya komitmen terkait ekonomi umat dgn apa yg disebutnya sebagai arus baru ekonomi indonesia, membangun ekonomi dri bawah.  pilih orang baik pilih yg jelas islamnya pilih yg baju putih",dalam penjelasannya kyai khmarufamin mau menjadi cawapres karna jokowi punya komitmen terkait ekonomi umat dgn apa yg disebutnya sebagai arus baru ekonomi indonesia membangun ekonomi dri bawah pilih orang baik pilih yg jelas islamnya pilih yg baju putih
55,positif,"pilih orang baik pilih jelas islamnya pilih baju putih menterinya aja berprestasi, apalagi pemimpinnya. bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.",pilih orang baik pilih jelas islamnya pilih baju putih menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan 
56,negatif,populer b : jokowi: naikkan tax ratio drastis bisa guncang ekonomi,populer b jokowi naikkan tax ratio drastis bisa guncang ekonomi
57,positif,"lalu berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat. pilih orang baik pilih yg jelas islamnya pilih yg baju putih  â€¦]",lalu berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang baik pilih yg jelas islamnya pilih yg baju putih â€¦ 
58,negatif,"disitu pak jokowi hanya membahas game online bagi pemain profesional, bahkan sekarang udah ada piala presiden mobile legend, dan hadiahnya sangat besar. jika kita mau bersaing didunia online seperti game, ekonomi kita juga akan naik.",disitu pak jokowi hanya membahas game online bagi pemain profesional bahkan sekarang udah ada piala presiden mobile legend dan hadiahnya sangat besar jika kita mau bersaing didunia online seperti game ekonomi kita juga akan naik 
59,positif,"@jokowi @khmarufamin_  april pilih jokowi-kma. pada ngerti kan kalo pak jokowi belajar ngaji sejak sebelum jadi pejabat. murni mendalami agama, tanpa unsur pencitraan. pilih orang baik pilih jelas islamnya pilih baju putih", jokowi khmarufamin april pilih jokowi kma pada ngerti kan kalo pak jokowi belajar ngaji sejak sebelum jadi pejabat murni mendalami agama tanpa unsur pencitraan pilih orang baik pilih jelas islamnya pilih baju putih
60,positif,repost from sandiuno (repost_media_app) prabowo-sandi tidak ingin gagal fokus. kita ingin pembangunan besar-besaran ini berdampak langsung pada ekonomi dan kesejahteraanâ€¦  â€¦,repost from sandiuno repost media app prabowo sandi tidak ingin gagal fokus kita ingin pembangunan besar besaran ini berdampak langsung pada ekonomi dan kesejahteraanâ€¦ â€¦
61,negatif,alasan prabowo-sandi tak terima gaji jika menang: negara sedang susah   â€¦,alasan prabowo sandi tak terima gaji jika menang negara sedang susah  â€¦
62,negatif,"he, he, he, pikirkan letjen pecatan yang bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima, dungu!",he he he pikirkan letjen pecatan yang bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima dungu 
63,netral,"jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak jokowi kyai maruf",jokowi menambahkan capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak jokowi kyai maruf
64,positif,"janji tak ambil gaji jika menang pilpres, prabowo: bukti kita tulus  â€¦",janji tak ambil gaji jika menang pilpres prabowo bukti kita tulus â€¦
65,negatif,"terus lah bersuara minta keadilan. satu suara begitu berarti.  @kpu_id  kerja yang benar,jangan makan gaji buta. jangan curang.",terus lah bersuara minta keadilan satu suara begitu berarti kpu id kerja yang benar jangan makan gaji buta jangan curang 
66,negatif,jelas jokowi lah. prabowo dan sandi pecicilan. selalu pesimis tanpa jalan keluar jelas. ekonomi makro dan mikro saja tak tau,jelas jokowi lah prabowo dan sandi pecicilan selalu pesimis tanpa jalan keluar jelas ekonomi makro dan mikro saja tak tau
67,positif,"gue kasih tau..menterinya aja berprestasi, apalagi pemimpinnya. bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.â  â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih",gue kasih tau menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan â â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih
68,netral,berita terbaru (prabowo: saya tak ingin naikkan pajak  persen dalam setahun) telah ada di    -   â€¦,berita terbaru prabowo saya tak ingin naikkan pajak persen dalam setahun telah ada di    â€¦
69,positif,"jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. dengan demikian, kekuatan ekonomi indonesia bisa lebih stabil jokowi kyai maruf",jokowi menjelaskan pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan dengan demikian kekuatan ekonomi indonesia bisa lebih stabil jokowi kyai maruf
70,netral,"gue kasih tau..berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.â  â€¦]â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih",gue kasih tau berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat â â€¦ â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih
71,positif,"pilih orang baik pilih jelas islamnya pilih baju putih presiden @jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.  â€¦",pilih orang baik pilih jelas islamnya pilih baju putih presiden jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter â€¦
72,positif,"bersatu menangkan @jokowi pilih orang baik pilih jelas islamnya pilih baju putih brbagai upaya telah dilakukan utk membangun indonesia bebas korupsi, dr pelayanan berbasis elektronik, sistem pengaduan masyarakat, penghargaan bg masyarakat yg mengungkap korupsi.",bersatu menangkan jokowi pilih orang baik pilih jelas islamnya pilih baju putih brbagai upaya telah dilakukan utk membangun indonesia bebas korupsi dr pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan bg masyarakat yg mengungkap korupsi 
73,negatif,leres pakdhe  salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum. jadi pripun kabare ðÿ‘‰ duatahunnovel pakde @jokowi ðÿ˜šâ˜º,leres pakdhe salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum jadi pripun kabare ðÿ‘‰ duatahunnovel pakde jokowi ðÿ˜šâ˜º
74,negatif,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester satu-dua di fakultas ekonomi .. cmiiw   ketauan .. jae baru belajar ekonomi .. kacaw..,demikian pak prabowo walau pendidikannya tentara tapi ayahnya seorang ekonom legendaris di indonesia ya kali deh gak ngerti makro dan mikro makro dan mikro pelajaran semester satu dua di fakultas ekonomi cmiiw ketauan jae baru belajar ekonomi kacaw 
75,netral,jangan terlalu bangga dengan jalan. jika ekonomi jatuh terus. nengara menag buka melihat jalanya yg megah. seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang.,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka melihat jalanya yg megah seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang 
76,netral,"pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.  â€¦",pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter â€¦
77,netral,katanya jas itu harga mahal dan pakaian orang eropa dan amerika.,katanya jas itu harga mahal dan pakaian orang eropa dan amerika 
78,netral,prabowo janjikan harga karet dan kelapa sawit bikin senyum petani   â€¦,prabowo janjikan harga karet dan kelapa sawit bikin senyum petani  â€¦
79,netral,orang ini sangat dihargai oleh raja arab saudi. dia pemimpin ku,orang ini sangat dihargai oleh raja arab saudi dia pemimpin ku
80,negatif,"mencontoh ekonomi china, bukannya sujud seperti sekarang iniðÿ¤£",mencontoh ekonomi china bukannya sujud seperti sekarang iniðÿ¤£
