,sentimen,before,after
29,positif,alhamdulillah capres 02 mau sedekahkan gajinya untuk rakyat miskin.. disini kami korban2 gempa2 pasigala butuh bantuan pak.. @prabowo @sandiuno @karniilyas @rockygerung prabowo sandi 02menang adil makmur,alhamdulillah capres dua mau sedekahkan gajinya untuk rakyat miskin.. disini kami korban gempa pasigala butuh bantuan pak.. @prabowo @sandiuno @karniilyas @rockygerung prabowo sandi duamenang adil makmur
30,netral,"no. 5 donk mang. dan sayah percaya, semua saudara seperjuangan 02, ikhlas hanya ingin negeri ini berubah jauh lebik baik lg dari sekarang. masyarakatnya damai, tenang, aman...kesejahteraan meningkat, harga2 rendah & stabil uasdifitnah keji balas di tps uasdifitnah keji balas di tps","no.  donk mang. dan sayah percaya, semua saudara seperjuangan dua, ikhlas hanya ingin negeri ini berubah jauh lebik baik lg dari sekarang. masyarakatnya damai, tenang, aman...kesejahteraan meningkat, harga rendah & stabil uasdifitnah keji balas di tps uasdifitnah keji balas di tps"
33,positif,"memang tidak bisa kita menghendaki harga cabai sampai rp 10.000, harga bawang sampai rp 5.000, petaninya yang kasihan, kata jokowi 2019jokowi kyai maruf 1periode lagi untuk jokowi pesona bono surfing","memang tidak bisa kita menghendaki harga cabai sampai rp ., harga bawang sampai rp ., petaninya yang kasihan, kata jokowi jokowi kyai maruf periode lagi untuk jokowi pesona bono surfing"
35,negatif,02 kelar hidupmu.. bisanya cuma harga mahal turunkan solusi 0% kubu prabowo bahlull,dua kelar hidupmu.. bisanya cuma harga mahal turunkan solusi % kubu prabowo bahlull
41,netral,"maaf pak , rakyat tdk butuh pelukan , rakyat butuh harga sembako murah , listrik tarif turunkan , butuh lap kerja , bukan janji2 saja , uasdifitnah keji dan brutal","maaf pak , rakyat tdk butuh pelukan , rakyat butuh harga sembako murah , listrik tarif turunkan , butuh lap kerja , bukan janji saja , uasdifitnah keji dan brutal"
42,netral,"gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of throneâ€™, presiden jokowi: penting, kekuatan bersama untuk kalahkan â€˜evil winterâ€™  â€¦ â€¦ 2019tetap jokowi","gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of throneâ€™, presiden jokowi: penting, kekuatan bersama untuk kalahkan â€˜evil winterâ€™  â€¦ â€¦ tetap jokowi"
43,positif,"@vidiaamanda3 17 april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. namun, di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan. https://bit.l","@vidiaamanda  april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. namun, di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan. https://bit.l"
44,netral,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ 01optimis indonesia maju,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ optimis indonesia maju
45,negatif,uahuasuahuas ... meskipun aku di surga mungkin aku tak bahagia bahagiaku tak sempurna bila itu tanpamu... *gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga.... ckckckck... salah milih guru ngaji gue... 2019ganti pengajian,uahuasuahuas ... meskipun aku di surga mungkin aku tak bahagia bahagiaku tak sempurna bila itu tanpamu... *gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga.... ckckckck... salah milih guru ngaji gue... ganti pengajian
56,negatif,populer b1 4: jokowi: naikkan tax ratio drastis bisa guncang ekonomi,populer b : jokowi: naikkan tax ratio drastis bisa guncang ekonomi
59,positif,"@jokowi @khmarufamin_ 17 april pilih jokowi-kma. pada ngerti kan kalo pak jokowi belajar ngaji sejak sebelum jadi pejabat. murni mendalami agama, tanpa unsur pencitraan. pilih orang baik pilih jelas islamnya pilih baju putih","@jokowi @khmarufamin_  april pilih jokowi-kma. pada ngerti kan kalo pak jokowi belajar ngaji sejak sebelum jadi pejabat. murni mendalami agama, tanpa unsur pencitraan. pilih orang baik pilih jelas islamnya pilih baju putih"
62,negatif,"he, he, he, pikirkan letjen pecatan yang bilang biang kerok ekonomi presiden2 sebelum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima, dungu!","he, he, he, pikirkan letjen pecatan yang bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima, dungu!"
63,netral,"jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak 2019jokowi kyai maruf","jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak jokowi kyai maruf"
65,negatif,"terus lah bersuara minta keadilan. 1 suara begitu berarti.  @kpu_id  kerja yang benar,jangan makan gaji buta. jangan curang.","terus lah bersuara minta keadilan. satu suara begitu berarti.  @kpu_id  kerja yang benar,jangan makan gaji buta. jangan curang."
68,netral,berita terbaru (prabowo: saya tak ingin naikkan pajak 16 persen dalam setahun) telah ada di    -   â€¦,berita terbaru (prabowo: saya tak ingin naikkan pajak  persen dalam setahun) telah ada di    -   â€¦
69,positif,"jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. dengan demikian, kekuatan ekonomi indonesia bisa lebih stabil 2019jokowi kyai maruf","jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. dengan demikian, kekuatan ekonomi indonesia bisa lebih stabil jokowi kyai maruf"
71,positif,"pilih orang baik pilih jelas islamnya pilih baju putih presiden @jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  â€¦","pilih orang baik pilih jelas islamnya pilih baju putih presiden @jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.  â€¦"
74,negatif,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester 1-2 di fakultas ekonomi .. cmiiw   ketauan .. jae baru belajar ekonomi .. kacaw..,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester satu-dua di fakultas ekonomi .. cmiiw   ketauan .. jae baru belajar ekonomi .. kacaw..
76,netral,"pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  â€¦","pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.  â€¦"
77,netral,katanya jas itu harga mahal dan pakaian orang2 eropa dan amerika.,katanya jas itu harga mahal dan pakaian orang eropa dan amerika.
87,negatif,"kami moslem, kami menghormati dan menghargai umat agama laen. kami cinta damai karena islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. dan kamipun pendukung 02. bhineka tunggal ika uasdifitnah keji dan brutal","kami moslem, kami menghormati dan menghargai umat agama laen. kami cinta damai karena islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. dan kamipun pendukung dua. bhineka tunggal ika uasdifitnah keji dan brutal"
88,positif,@prabowo & @sandiuno tidak akan ambil gaji serupiah pun jika terpilih sbg presiden ri benar kata alm. gus dur : orang yg paling ihlas utk indonesia adalah prabowo ..! prabowo sandi okbanget prabowo sandi tak terbendung tutup01tusuk02,@prabowo & @sandiuno tidak akan ambil gaji serupiah pun jika terpilih sbg presiden ri benar kata alm. gus dur : orang yg paling ihlas utk indonesia adalah prabowo ..! prabowo sandi okbanget prabowo sandi tak terbendung tutuptusuk
90,netral,"pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi","pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia  pencapaian ekonomi selama pemerintahan jokowi"
91,negatif,"gak perlu suudzon, di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan arab saudi. gak usah nyinyir bro, urus tuh junjunganmu yg lagi ziarah kubur moga2 aja gak nyembah kuburan.","gak perlu suudzon, di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan arab saudi. gak usah nyinyir bro, urus tuh junjunganmu yg lagi ziarah kubur moga aja gak nyembah kuburan."
95,negatif,"mahal banget,  buat satu beginian untuk hasilkan 1 mw harganya bisa lebih mahal dari satu power plant yang bisa produksi 10 mw","mahal banget,  buat satu beginian untuk hasilkan satu mw harganya bisa lebih mahal dari satu power plant yang bisa produksi satu mw"
96,netral,jokowi bahas ekonomi makro dan mikro .. ya makanan sehari2 sandiaga dari dulu itu sih .. fatal .. untuk ada et .. keluarlah i-spot .. sejenis revolusi 4.0 ..   sok futuristik padahal otaknya antik,jokowi bahas ekonomi makro dan mikro .. ya makanan sehari sandiaga dari dulu itu sih .. fatal .. untuk ada et .. keluarlah i-spot .. sejenis revolusi . ..   sok futuristik padahal otaknya antik
101,negatif,kalau emang prabowo mau seenggaknya prepare untuk persona agamis kaya belajar ngaji gtgt yakin 1000% bakal menang. tapi ya counter jokowi juga dengan rekrut ma ini bikin malah ga ketebak alurnya wkwkwk asli dah padahal prabowo cuma perlu jadi islami doang aslinya biar menang,kalau emang prabowo mau seenggaknya prepare untuk persona agamis kaya belajar ngaji gtgt yakin % bakal menang. tapi ya counter jokowi juga dengan rekrut ma ini bikin malah ga ketebak alurnya wkwkwk asli dah padahal prabowo cuma perlu jadi islami doang aslinya biar menang
103,netral,"buka porprov jateng, ganjar ingin kepala daerah contoh jokowi hargai atlet 2019jokowi kyai maruf rakyat apresiasi kinerja jokowi  â€¦","buka porprov jateng, ganjar ingin kepala daerah contoh jokowi hargai atlet jokowi kyai maruf rakyat apresiasi kinerja jokowi  â€¦"
104,netral,awal mula mudzakir menjadi guru ngaji jokowi pada 2001. ketika itu banyak anak-anak dan orang dewasa meminta diajari membaca al quran secara privat. pilih orang baik pilih jelas islamnya pilih baju putih,awal mula mudzakir menjadi guru ngaji jokowi pada . ketika itu banyak anak-anak dan orang dewasa meminta diajari membaca al quran secara privat. pilih orang baik pilih jelas islamnya pilih baju putih
107,netral,"@vidiaamanda3 17 april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi","@vidiaamanda  april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia  pencapaian ekonomi selama pemerintahan jokowi"
108,negatif,"namun adlh antara masyarakat banyak yg bekerja nyata & membayar pajak namun dieksploitasi & dirampok hak-2 & hartanya, dengan sedikit org yg menetapkan aturan, meraup keuntungan, serta ingin selalu mengeksploitasi & merampok harta negara & bangsa serta menghindari pajak.","namun adlh antara masyarakat banyak yg bekerja nyata & membayar pajak namun dieksploitasi & dirampok hak-dua & hartanya, dengan sedikit org yg menetapkan aturan, meraup keuntungan, serta ingin selalu mengeksploitasi & merampok harta negara & bangsa serta menghindari pajak."
109,netral,"@dinikurnia21 17 april coblos jokowi-ma'ruf. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi","@dinikurnia  april coblos jokowi-ma'ruf. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia  pencapaian ekonomi selama pemerintahan jokowi"
110,netral,@khmarufamin_ 17 april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak-anak muda kreatif.,@khmarufamin_  april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak-anak muda kreatif.
120,negatif,"ya allah apa mgkn sosok seorg jokowi berani sprti itu kl capres anda sih mgkn jg tlg @mardanialisera  jgn fitnah presidenku sprti itu... kl jokowi diberi jln itu krn beliau org baik pak dan presiden yg sangat dihargai, ah sy curiga jgn2 anda mau blg ini cawapres anda ðÿ˜‚ðÿ˜‚ðÿ˜‚","ya allah apa mgkn sosok seorg jokowi berani sprti itu kl capres anda sih mgkn jg tlg @mardanialisera  jgn fitnah presidenku sprti itu... kl jokowi diberi jln itu krn beliau org baik pak dan presiden yg sangat dihargai, ah sy curiga jgn anda mau blg ini cawapres anda ðÿ˜‚ðÿ˜‚ðÿ˜‚"
123,negatif,"bukan ga ngerti n ga nyambung ttg pertanyaan ml,,, tp emng ml ga nyambung dg tema debat, jd ga penting tuk djawab n dbahas!!! rakyat itu yg utama no 1 kestabilan harga pangan n ketersediaannya dr petani sndr!!!! negara agraris ko sembrang import!!!????","bukan ga ngerti n ga nyambung ttg pertanyaan ml,,, tp emng ml ga nyambung dg tema debat, jd ga penting tuk djawab n dbahas!!! rakyat itu yg utama no satu kestabilan harga pangan n ketersediaannya dr petani sndr!!!! negara agraris ko sembrang import!!!????"
125,netral,"pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan pak @jokowi","pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia  pencapaian ekonomi selama pemerintahan pak @jokowi"
128,positif,"gue kasih tau..jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.â  â€¦â pilih orang baik pilih jelas islamnya pilih baju putih","gue kasih tau..jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.â  â€¦â pilih orang baik pilih jelas islamnya pilih baju putih"
129,negatif,"bener juga sih apa kata ku kan kata bapak aja, jelas pak jokowi dapat penghargaan dimana2 di luar negeri.. jangan sampe segitu pak kalo mau menang. kasihan rakyat.","bener juga sih apa kata ku kan kata bapak aja, jelas pak jokowi dapat penghargaan dimana di luar negeri.. jangan sampe segitu pak kalo mau menang. kasihan rakyat."
131,netral,"pak @jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  â€¦ pilih baju putih pilih orang baik pilih jelas islamnya","pak @jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.  â€¦ pilih baju putih pilih orang baik pilih jelas islamnya"
133,negatif,kpu di bawah pemerintah rezim yg berkuasa skarang. kenapa yg salah prabowo??? memangnya yg gaji kpu presiden prabowo ya??? 2019ganti presiden  â€¦,kpu di bawah pemerintah rezim yg berkuasa skarang. kenapa yg salah prabowo??? memangnya yg gaji kpu presiden prabowo ya??? ganti presiden  â€¦
136,negatif,populer b1 9: jokowi: naikkan tax ratio drastis bisa guncang ekonomi,populer b : jokowi: naikkan tax ratio drastis bisa guncang ekonomi
140,positif,"dengan mencoblos prabowo sandi anda telah beramal selama 5 tahun karena gaji prabowo sandi disumbang untuk dhuafa, anak yatim, dll uasdifitnah keji balas di tps","dengan mencoblos prabowo sandi anda telah beramal selama  tahun karena gaji prabowo sandi disumbang untuk dhuafa, anak yatim, dll uasdifitnah keji balas di tps"
142,positif,"jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  â€¦ tanggal 17 april pilih orang baik terus pilih jelas islamnya dan menggandeng ulama dan pasti","jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.  â€¦ tanggal  april pilih orang baik terus pilih jelas islamnya dan menggandeng ulama dan pasti"
143,positif,"fyi gaes...jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.â  â€¦â pilih orang baik pilih jelas islamnya pilih baju putih","fyi gaes...jokowi bangunkan spbu pertama setelag  tahun di kabupaten puncak jaya papua dengan harga yang semula ribu/liter, menjadi /liter.â  â€¦â pilih orang baik pilih jelas islamnya pilih baju putih"
148,positif,yang terpenting itu prabowo dan sandi berkomitmen untuk menurunkan harga listrik 900 w udah gitu aja... kok kalian pendukung si jae yang ga setuju.. kami pendukung prabowo sandi setuju aja kok.. dan semoga pak prabowo adalah pemimpin yang tepati janji kampanye.. ga kayak si jae,yang terpenting itu prabowo dan sandi berkomitmen untuk menurunkan harga listrik  w udah gitu aja... kok kalian pendukung si jae yang ga setuju.. kami pendukung prabowo sandi setuju aja kok.. dan semoga pak prabowo adalah pemimpin yang tepati janji kampanye.. ga kayak si jae
149,netral,menurut jokowi warga di papua juga berhak merasakan harga bbm yang sama seperti di pulau jawa. jkw amin hamterjamin 01ndonesia maju,menurut jokowi warga di papua juga berhak merasakan harga bbm yang sama seperti di pulau jawa. jkw amin hamterjamin ndonesia maju
150,netral,ingin skill anak bangsa dihargai di negara sendiri? 17 april : âˆš tusuk prabowo sandi ! uasdifitnah keji balas di tps  â€¦,ingin skill anak bangsa dihargai di negara sendiri?  april : âˆš tusuk prabowo sandi ! uasdifitnah keji balas di tps  â€¦
151,netral,"jalan tol trans sumatera bukan melanjutkan tapi pak jokowi yg mulai duluan.  ekonomi kita berkembang 5% dalam setahun, disaat ekonomi negara lain tidak berkembang bahkan minus.  rupiah sekarang 14.300, stabil sejak zaman sby.  inflasi di setiap negara pasti ada. apa lagi?","jalan tol trans sumatera bukan melanjutkan tapi pak jokowi yg mulai duluan.  ekonomi kita berkembang % dalam setahun, disaat ekonomi negara lain tidak berkembang bahkan minus.  rupiah sekarang ., stabil sejak zaman sby.  inflasi di setiap negara pasti ada. apa lagi?"
154,netral,"bisa, psimis amat si jd orang. dr pecinta game lu bisa jadi developer game, nyerap tenage kerja? iyalah. dr game lu bisa jualan printilan2 yg dibutuhin misal diamond mobilegend. apa2 tuh dibangun pelan2 dr bawah. bukan langsung tanya bisa ngubah ekonomi makro ato gak.","bisa, psimis amat si jd orang. dr pecinta game lu bisa jadi developer game, nyerap tenage kerja? iyalah. dr game lu bisa jualan printilan yg dibutuhin misal diamond mobilegend. apa tuh dibangun pelan dr bawah. bukan langsung tanya bisa ngubah ekonomi makro ato gak."
155,netral,"kalo dari lampung ke aceh makan waktu 4 hari 4 malam pake jalan umum. kalau pake tol 1 hari. bensin irit, barang cepat sampai, transport bahan pangan jadi murah. harga bahan pokok murah. terus yang bikin harga bahan pokok naik dimana?","kalo dari lampung ke aceh makan waktu  hari  malam pake jalan umum. kalau pake tol satu hari. bensin irit, barang cepat sampai, transport bahan pangan jadi murah. harga bahan pokok murah. terus yang bikin harga bahan pokok naik dimana?"
157,netral,"setelah melihat dirut pam dan jakpro diisi dgn org2 pak sandi, pemenang tender penyedia susu dr perusahaan pak prabowo,  belum lagi yang lain2 yang belum terungkap. apalah arti uang recehan gaji pokok jadi pejabat publik, mending buat pencitraan aja tidak usah diambil.","setelah melihat dirut pam dan jakpro diisi dgn org pak sandi, pemenang tender penyedia susu dr perusahaan pak prabowo,  belum lagi yang lain yang belum terungkap. apalah arti uang recehan gaji pokok jadi pejabat publik, mending buat pencitraan aja tidak usah diambil."
160,netral,"pertemuan jokowi dengan menlu thailand mendorong keterlibatan asean untuk membantu myanmar dalam penyelesaian konflik rohingya. selain itu, secara khusus jokowi menyampaikan satu isu terkait dengan harga karet dunia 2019jokowi kyai maruf  â€¦","pertemuan jokowi dengan menlu thailand mendorong keterlibatan asean untuk membantu myanmar dalam penyelesaian konflik rohingya. selain itu, secara khusus jokowi menyampaikan satu isu terkait dengan harga karet dunia jokowi kyai maruf  â€¦"
