,sentimen,before,after
231,negatif,utang prabowo bwjibun bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil busyeettt jngn utang bebas ngk dibayar jemarin sdh minta dipailitkan biar ngk bayar tp pemerintah ngk mau mk bwrambiai mengumbar janji,utang prabowo bwjibun bukan utng ln lho utang pribadinya puluhan triltun jd gaji ngk diambil busyeet jngn utang bebas ngk dibayar jemarin sdh minta dipailitkan biar ngk bayar tp pemerintah ngk mau mk bwrambiai mengumbar janji
242,negatif,detikcom jokowi lahh dr games bisa beli mobil mewah beli rumah punya pendapatan dapet penghargaan kasih makan orng di rumah lw bilang gak berbobot lw balik aja k hidup jaman soeharto orbaaaa hiduppp cendana dkijoin,detikcom jokowi lahh dr games bisa beli mobil mewah beli rumah punya pendapatan dapet penghargaan kasih makan orng di rumah lw bilang gak berbobot lw balik aja k hidup jaman soeharto orba hidup cendana dkijoin
340,negatif,percuma infrastruktur bagus kalo roda perekonomian yg jalan cuman nguntungin asing ama aseng saya pilih pemimpin yg pro rakyat pribumi aja deh yaaa ganti presiden,percuma infrastruktur bagus kalo roda perekonomian yg jalan cuman nguntungin asing ama aseng saya pilih pemimpin yg pro rakyat pribumi aja deh ya ganti presiden
345,positif,jokowi udahdeh anda jadi pelawak aja saya peratiin kayaknya cocok daripada ngurusin negara gaji seorang pelawak bisa lebih gede dari gaji presiden looo,jokowi udahdeh anda jadi pelawak aja saya peratiin kayaknya cocok daripada ngurusin negara gaji seorang pelawak bisa lebih gede dari gaji presiden lo
367,positif,maju terus sumatra semoga dgn adanya jalan tol ini pertumbuhan ekonomi semakin banyakkkkk aamiinn,maju terus sumatra semoga dgn adanya jalan tol ini pertumbuhan ekonomi semakin banyak aamiinn
389,netral,sebesar itu dapat digunakan untuk membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat melalui program ekonomi produktif dan perlindungan sosial serta membangun lebih banyak lagi infrastruktur tegas jokowi pilih orang baik pilih jelas islamnya,sebesar itu dapat digunakan untuk membangun sekolah membangun rumah sakit meningkatkan kesejahteran rakyat melalui program ekonomi produktif dan perlindungan sosial serta membangun lebih banyak lagi infrastruktur tegas jokowi pilih orang baik pilih jelas islamnya
399,positif,mahal ini kelassss masyaallah bila terpilih prabowo sandi janji tak ambil gaji catatan,mahal ini kelas masyaallah bila terpilih prabowo sandi janji tak ambil gaji catatan
423,negatif,aduhhhh keadaan ekonomi dulu diposting tuan nilai tukar rupiah neraca perdagangan indonesia di forum internasional,aduh keadaan ekonomi dulu diposting tuan nilai tukar rupiah neraca perdagangan indonesia di forum internasional
442,positif,oohh baiklah beda judul aja ya diambil cash di transfer judulnyaaaaa saya tetap,oohh baiklah beda judul aja ya diambil cash di transfer judulnya saya tetap
463,negatif,saham sdh dijual aset banyak berkurang sekarang tidak akan menerima gaji hmmmmm mau korupsi yg g seberapa,saham sdh dijual aset banyak berkurang sekarang tidak akan menerima gaji hm mau korupsi yg g seberapa
485,positif,pakdeku juarakkk presiden aja bisa menghargai para driver lahh trus cs rese yg bukan sapa knp suka meremehkann driver tapi ga smua jg cs bgtu,pakdeku juarak presiden aja bisa menghargai para driver lahh trus cs rese yg bukan sapa knp suka meremehkann driver tapi ga smua jg cs bgtu
503,positif,beneran itu paling kocak kemaren ditambah lagi pas uno diajarin ekonomi makro ama pak jokowi anjaaay lulusan summa cum laude diajarin tamat dah itu pasangan dua,beneran itu paling kocak kemaren ditambah lagi pas uno diajarin ekonomi makro ama pak jokowi anjay lulusan summa cum laude diajarin tamat dah itu pasangan dua
514,negatif,m m m hhhhhh oke deh gini prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa kalau memang pemerintahan sekarang buruk sistem apa yang harus diubah satu aja dan solusi,m m m h oke deh gini prestasi bapak sandi dalam membangkitkan ekonomi secara signifikan apa solusi bapak prabowo mengentaskan pendidikan orang orang bodoh seperti apa kalau memang pemerintahan sekarang buruk sistem apa yang harus diubah satu aja dan solusi
526,negatif,edunnn sekelas menterinya pak jokowi sekelas pejabatnya cakiminow dpp pkb bisanya nyebar hoax kemkominfo rudiantara id digaji rakyat ngapain aja klo temen sendiri nyebar hoax dibiarkan,edun sekelas menterinya pak jokowi sekelas pejabatnya cakiminow dpp pkb bisanya nyebar hoax kemkominfo rudiantara id digaji rakyat ngapain aja klo temen sendiri nyebar hoax dibiarkan
571,netral,refolusi mental tuh apaaaa tolong jelasinnnnnnn dong yang sekolah sama penghasilannya tinggi,refolusi mental tuh apa tolong jelasin dong yang sekolah sama penghasilannya tinggi
577,negatif,koalisi sendiri diserang hhh anehhh dan juga nggak ambil gaji sementara dia pengusaha yg ada di otak kata untung,koalisi sendiri diserang h aneh dan juga nggak ambil gaji sementara dia pengusaha yg ada di otak kata untung
610,positif,hargai perbedaan seluruh rakyat bersatu dalam kebersamaan yang must dibawah kepemimpinan bapak jokowi aaamiin,hargai perbedaan seluruh rakyat bersatu dalam kebersamaan yang must dibawah kepemimpinan bapak jokowi amiin
652,positif,dg bangga membangkitkan kembali usaha ekonomi kerakyatan gerakan bisa kerja gerakan harga murah dialog wirausaha bersama bang indrauno mak swullll ketum penggerak pepes okoce di kampung islam kepaon titik ke pepesofficial prabowo sandiuno nurasiauno pepesbali,dg bangga membangkitkan kembali usaha ekonomi kerakyatan gerakan bisa kerja gerakan harga murah dialog wirausaha bersama bang indrauno mak swul ketum penggerak pepes okoce di kampung islam kepaon titik ke pepesofficial prabowo sandiuno nurasiauno pepesbali
659,positif,dg bangga membangkitkan kembali usaha ekonomi kerakyatan gerakan bisa kerja gerakan harga murah dialog wirausaha bersama bang indrauno mak swulllll ketum penggerak pepes okoce lokasi muding denpasar titik ke pepesofficial b fjakarta prabowo sandiuno pepesbali,dg bangga membangkitkan kembali usaha ekonomi kerakyatan gerakan bisa kerja gerakan harga murah dialog wirausaha bersama bang indrauno mak swul ketum penggerak pepes okoce lokasi muding denpasar titik ke pepesofficial b fjakarta prabowo sandiuno pepesbali
675,negatif,apakah pak jokowi atau pak prabowo bisa menurunkan harga aqua di cgv yang rb itu hmmmmmmmmm,apakah pak jokowi atau pak prabowo bisa menurunkan harga aqua di cgv yang rb itu hm
681,positif,jangankan di singapore ci pas w ke yurop aja ditanya asalnya dari mana dan kite jawab from indonesia mereka responnya langsung oohhh jokowi jokowi pak jokowi itu dikenal dan dihargai di ln,jangankan di singapore ci pas w ke yurop aja ditanya asalnya dari mana dan kite jawab from indonesia mereka responnya langsung ooh jokowi jokowi pak jokowi itu dikenal dan dihargai di ln
693,negatif,gw penasaran siapa yg angkat isu soal esport ke jokowi ini orang kejam banget memberikan isu soal ini coba pikir apa dampaknya buat ekonomi emak kesejahteraan gak ada zero let me said to those whistleblower youre fakiiingggg idiot bruh,gw penasaran siapa yg angkat isu soal esport ke jokowi ini orang kejam banget memberikan isu soal ini coba pikir apa dampaknya buat ekonomi emak kesejahteraan gak ada zero let me said to those whistleblower youre faking idiot bruh
695,negatif,gkgkgkkk prabowo gk dpt gaji pun santai ajja dy lahh ambisinya buat hidupkan lg perusahaan kroninya,gkgkgk prabowo gk dpt gaji pun santai ajja dy lahh ambisinya buat hidupkan lg perusahaan kroninya
719,negatif,ehhh buseh bkn anak lulusan ekonomi mana paham kl dia bilang bisa tp faktanya hoax jkw menang total debat,eh buseh bkn anak lulusan ekonomi mana paham kl dia bilang bisa tp faktanya hoax jkw menang total debat
720,negatif,gaji kan ga seberapa tunjangan tetap dong masuk kantong prabowo sandiuno heheee,gaji kan ga seberapa tunjangan tetap dong masuk kantong prabowo sandiuno hehe
721,negatif,cagar alam kamojang di turunkan statusnya demi ekonomi apakah presiden nanti membiarkan atau mempertahankan hmmm,cagar alam kamojang di turunkan statusnya demi ekonomi apakah presiden nanti membiarkan atau mempertahankan hm
776,negatif,paradoks saat tuduh prabowo pro radikal saat itu juga tuduh prabowo gak hargai ijtimak ulama hadewww,paradoks saat tuduh prabowo pro radikal saat itu juga tuduh prabowo gak hargai ijtimak ulama hadew
778,positif,keliling pasar cek harga beli petai tasbih ulama terakhir umrah menjelang pilpres kayaknya ada yg ngikuuuuuuuut bang sandiuno nih uasdifitnah keji dan brutal,keliling pasar cek harga beli petai tasbih ulama terakhir umrah menjelang pilpres kayaknya ada yg ngikut bang sandiuno nih uasdifitnah keji dan brutal
834,netral,wahhh niru capressnya nih gak menghargai presiden sebelum pak jokowi jejeran artis lainnnya gak disebut oom kasihan mereka sudah all out,wah niru capressnya nih gak menghargai presiden sebelum pak jokowi jejeran artis lainya gak disebut oom kasihan mereka sudah all out
839,positif,sandiuno mantaappppp seharusnya waktu bilang turunkan harga listrik dan tidak impor saat panen diteriakkan dengan kencang akan lebih mantap karena faktor itu lah kebanyakan rakyak kecewa dg jokowi,sandiuno mantaap seharusnya waktu bilang turunkan harga listrik dan tidak impor saat panen diteriakkan dengan kencang akan lebih mantap karena faktor itu lah kebanyakan rakyak kecewa dg jokowi
840,negatif,fakta pertumbuhan kecil ya sangat berefek pada ekonomi dalam negeri lah pertumbuhan ekonomi juga jadi jargon kampanye anda halah halahhhh semoga lekas ganti pemain deh,fakta pertumbuhan kecil ya sangat berefek pada ekonomi dalam negeri lah pertumbuhan ekonomi juga jadi jargon kampanye anda halah halah semoga lekas ganti pemain deh
960,negatif,apaaaaa gaji di berikan ke rakyat matamu kwi gajinya karyawan kiani kertas aja yg di tanjung redeb berau sampai sekarang gak jelas,apa gaji di berikan ke rakyat matamu kwi gajinya karyawan kiani kertas aja yg di tanjung redeb berau sampai sekarang gak jelas
982,negatif,udah ekonomi tidak tumbuh pemerataan semakin jauh eeeee ketimpangan semakin tinggi piye iki boss bacot doang,udah ekonomi tidak tumbuh pemerataan semakin jauh e ketimpangan semakin tinggi piye iki boss bacot doang
998,negatif,saya kecwa sbgai milenial pak prabowo lemah bicara digital e sport pasar ekonomi it dia berfikir nya selalu konservatif padahal dunia it di depan kita looo pak,saya kecwa sbgai milenial pak prabowo lemah bicara digital e sport pasar ekonomi it dia berfikir nya selalu konservatif padahal dunia it di depan kita lo pak
1036,negatif,gaji sepeser tak diambil hanya ambil utk balik modal dan bayar hutang prabowo t saja ya keuntungam sekian t wooooii lelembut kami rakyat indonesia tidak sebodoh pendukungmu yg juta umat itu,gaji sepeser tak diambil hanya ambil utk balik modal dan bayar hutang prabowo t saja ya keuntungam sekian t woii lelembut kami rakyat indonesia tidak sebodoh pendukungmu yg juta umat itu
1055,positif,bukti keikhlasan mengabdi demi rakyat bangsa n negara rela mewakafkan jiwa raga harta pikiran tanpa pamrih jgnkan yg lain rela tdk menerima gaji sbg presiden n wapres masyaaallah inilah pemimpin yg ditunggu slm ini insyaaallah berkah aamiin prabowo sandiuno,bukti keikhlasan mengabdi demi rakyat bangsa n negara rela mewakafkan jiwa raga harta pikiran tanpa pamrih jgnkan yg lain rela tdk menerima gaji sbg presiden n wapres masyallah inilah pemimpin yg ditunggu slm ini insyallah berkah aamiin prabowo sandiuno
1060,negatif,pak prabowo aja bilang kehancuran ekonomi gara pemimpin terdahulu ya hitung aja proporsional masing pemimpin terdahulu berkuasa berapa lama ya orde baru sekarang lu minta order baru lagi yg mimpin sehat kaw bambanggg,pak prabowo aja bilang kehancuran ekonomi gara pemimpin terdahulu ya hitung aja proporsional masing pemimpin terdahulu berkuasa berapa lama ya orde baru sekarang lu minta order baru lagi yg mimpin sehat kaw bambang
1073,positif,ayo k tps dan tusuk prabowo sandi dua makin kinclong d hati rakyat trus capres n cawapresx tdk ambil gajinyaaaa lho d serahkn k fakir miskin kaum duafa dll ingat d tps tusukdua yaaaaa debat pamugkas tadi d mengkan paslon dua prabowo sandi,ayo k tps dan tusuk prabowo sandi dua makin kinclong d hati rakyat trus capres n cawapresx tdk ambil gajinya lho d serahkn k fakir miskin kaum duafa dll ingat d tps tusukdua ya debat pamugkas tadi d mengkan paslon dua prabowo sandi
1102,positif,baca sejarah mas bagaimana berdarah darahnya perekonomian china pada saat pembangunan infrastruktur dimulai tahun berapa dan kemudahan asing berinvestasi dikawasan industrinya lihat bgmn mrk sekarang di sini yang ngaco malah diluar pemerintahannya hadeeeuh,baca sejarah mas bagaimana berdarah darahnya perekonomian china pada saat pembangunan infrastruktur dimulai tahun berapa dan kemudahan asing berinvestasi dikawasan industrinya lihat bgmn mrk sekarang di sini yang ngaco malah diluar pemerintahannya hadeuh
1151,positif,namnya aja alap alap pasti otaknya juga lalapan berisik apa sih susahnya mengakui dan menghargai pekerja bapak jokowi sudah jelas kerja fakta dan nyata masih belum bisa diakui ingat kebencian yang mendalam tergadang membuat otak lhooo pindah jalur ke jalur tak waras,namnya aja alap alap pasti otaknya juga lalapan berisik apa sih susahnya mengakui dan menghargai pekerja bapak jokowi sudah jelas kerja fakta dan nyata masih belum bisa diakui ingat kebencian yang mendalam tergadang membuat otak lho pindah jalur ke jalur tak waras
1153,positif,cadasss bgt deh bang gak ambil gaji dan fokus utk mensejahterakan rakyat salut bang allah swt senantiasa merahmatimu bang dari remah asn,cadas bgt deh bang gak ambil gaji dan fokus utk mensejahterakan rakyat salut bang allah swt senantiasa merahmatimu bang dari remah asn
1167,negatif,brooo narasinya sedikit di jaga boleh lah sedikit baper tpi pak prabowo itu subtansinya ekonominya salah arah th si jaee malah tambah ngerusak dan malah arah nya ga karuan carut marut eknoomi,bro narasinya sedikit di jaga boleh lah sedikit baper tpi pak prabowo itu subtansinya ekonominya salah arah th si jaee malah tambah ngerusak dan malah arah nya ga karuan carut marut eknoomi
1181,negatif,duuuh ko prabowo salahkan sby dan menyebut kondisi ekonomi indonesia yang salah arah karena kesalahan presiden presiden sebelum jokowi jokowi riofebriant wf,duh ko prabowo salahkan sby dan menyebut kondisi ekonomi indonesia yang salah arah karena kesalahan presiden presiden sebelum jokowi jokowi riofebriant wf
1187,positif,now its your turn bro please say to them that prabowo sandi tidak akan ambil gaji sebagai seorang presiden dan wapres dan gajinya akan disumbangkan ke kaum dhuafa kerennn kan bukti bahwa beliau akan wakafkan harta dan jiwanya utk nkri,now its your turn bro please say to them that prabowo sandi tidak akan ambil gaji sebagai seorang presiden dan wapres dan gajinya akan disumbangkan ke kaum dhuafa keren kan bukti bahwa beliau akan wakafkan harta dan jiwanya utk nkri
1200,positif,hmmm v prabowosalahkansby ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin terdahulu jd utk penggemar dua jgn salahkan jokowi lagi ya krn bosmu udh bilang itu bukan salah jokowi semakin mantap pilih jokowi,hm v prabowosalahkansby ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin terdahulu jd utk penggemar dua jgn salahkan jokowi lagi ya krn bosmu udh bilang itu bukan salah jokowi semakin mantap pilih jokowi
1209,positif,hmmm semakin mantap pilih jokowi ketika paslon satu bahas ekonomi makro secara global paslon dua jawabnya seperti anak bayi yang nggak ngerti apa hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan prabowo salahkan sby,hm semakin mantap pilih jokowi ketika paslon satu bahas ekonomi makro secara global paslon dua jawabnya seperti anak bayi yang nggak ngerti apa hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan prabowo salahkan sby
1256,positif,hmmm ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin terdahulu jd utk penggemar dua jangan salahkan jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi semakin mantap pilih jokowi prabowo salahkan sby,hm ps bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tp salah pemimpin terdahulu jd utk penggemar dua jangan salahkan jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi semakin mantap pilih jokowi prabowo salahkan sby
1262,positif,hmmm ketika paslon satu bahas ekonomi makro secara global paslon dua jawabnya seperti anak bayi yang nggak ngerti apa hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan prabowo salahkan sby semakin mantap pilih jokowi,hm ketika paslon satu bahas ekonomi makro secara global paslon dua jawabnya seperti anak bayi yang nggak ngerti apa hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan prabowo salahkan sby semakin mantap pilih jokowi
1276,positif,oh iya lupa gaissss katanya pak prabowo janji gak akan nerima gaji ya haha aku tunggu juga janjinyaaaaa happy weekend payung teduhhhh,oh iya lupa gais katanya pak prabowo janji gak akan nerima gaji ya haha aku tunggu juga janjinya happy weekend payung teduh
1305,negatif,jiahhhh udeh dikerjain sama pak jokowi kaliiii dan kayanya pinter pak jokowi ttg ekonomi kamu maunya yg,jiah udeh dikerjain sama pak jokowi kali dan kayanya pinter pak jokowi ttg ekonomi kamu maunya yg
1315,positif,hmmm capres dua bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tapi salah pemimpin terdahulu jd utk penggemar dua jangan salahkan jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi prabowo salahkan sby,hm capres dua bilang didebat keadaan ekonomi indonesia saat ini bukan salah jokowi tapi salah pemimpin terdahulu jd utk penggemar dua jangan salahkan jokowi lagi ya krn bosmu udah bilang itu bukan salah jokowi prabowo salahkan sby
1340,negatif,prabowo meminta kita untuk mencontoh negara china tapi pendukungnya menggoreng isu anti aseng sandiwarauno memandang ekonomi makro spt ekonomi ibu siska ibu cicih ibu dedeh hrs stresss dia kak emma,prabowo meminta kita untuk mencontoh negara china tapi pendukungnya menggoreng isu anti aseng sandiwarauno memandang ekonomi makro spt ekonomi ibu siska ibu cicih ibu dedeh hrs stres dia kak emma
1362,negatif,mebeeel piyeeee paak sepiii raaa prabowo menang mebelmu mebelku kabeh pedagang mebeel rameee dagangane ekonomine apik wong do tukuu penak dodolan mebel jaman jokowii ngeluu siraah jaman sby jooss gandooss,mebel piye paak sepi ra prabowo menang mebelmu mebelku kabeh pedagang mebeel rame dagangane ekonomine apik wong do tukuu penak dodolan mebel jaman jokowii ngeluu siraah jaman sby jooss gandooss
1413,negatif,aneh sekelas fadlin zon kaya emak yg ga ada gawean mulut nya leeemeess mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa di comen wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya,aneh sekelas fadlin zon kaya emak yg ga ada gawean mulut nya lemeess mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa di comen wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya
1425,negatif,jokowi nanya ekonomi digital ga penting wadooowwwwww,jokowi nanya ekonomi digital ga penting wadow
1428,positif,mereka cm minta kejelasan gaji mreka thn trkhr ke prabowo karna sebagai pemilik perusahaan skrng klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti tka lebih parah lagi nantinyaa makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa,mereka cm minta kejelasan gaji mreka thn trkhr ke prabowo karna sebagai pemilik perusahaan skrng klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti tka lebih parah lagi nantinyaa makanyaa prabowo nyelametin perusahaan trsbt demii indonesia
1453,negatif,mau ngapain juga gaji yg cuma beberapa juta itu tp kl tunjangan jabatan yg beratus juta pasti ambil yaaakan,mau ngapain juga gaji yg cuma beberapa juta itu tp kl tunjangan jabatan yg beratus juta pasti ambil yakan
1527,positif,masyaaallah baru kali ini seumur saya ada kandidat capres cawapres yang berjanji di depan rakyat indonesia tidak akan mengambil gajinya dan diserahkan kpd negara subhanallah bergetar hati saya sbg rakyat indonesia april prabowo presiden ri,masyallah baru kali ini seumur saya ada kandidat capres cawapres yang berjanji di depan rakyat indonesia tidak akan mengambil gajinya dan diserahkan kpd negara subhanallah bergetar hati saya sbg rakyat indonesia april prabowo presiden ri
1551,negatif,rakyat sedang sulit ekonominya lalu elu dengan dongoknya bertanya soal mobile legend mk prabowo perlu mengembalikannnya pada konteks kewarasan pertanyaa lu salah njing,rakyat sedang sulit ekonominya lalu elu dengan dongoknya bertanya soal mobile legend mk prabowo perlu mengembalikanya pada konteks kewarasan pertanyaa lu salah njing
1553,negatif,astgfrlhalzm sombongg bgt jokowi bru juga jd pemimpn gtu gimna dia bisa jilat jidata sendiri hormari tuuuh orng tua hargai tuh anda itu bukn sp di banding beliau muuak gwa liata,astgfrlhalzm sombongg bgt jokowi bru juga jd pemimpn gtu gimna dia bisa jilat jidata sendiri hormari tuh orng tua hargai tuh anda itu bukn sp di banding beliau muuak gwa liata
1559,negatif,bayar dulu pajak pribadi atas harta yangbterbongkar di panama papers sok naikan tax ratio tarif yang ada aja gak bayar sok mau naikan org lain yang bayar diri sendiri ada di panama papers preeetttt,bayar dulu pajak pribadi atas harta yangbterbongkar di panama papers sok naikan tax ratio tarif yang ada aja gak bayar sok mau naikan org lain yang bayar diri sendiri ada di panama papers pret
1585,negatif,yaelaaah gaji presiden wakil presiden sik tidak seberapah dibanding planning mauk ngembat apbn nya pake markup proyek triliyunan yg sudah disiapin si prabowo ma sandi,yaelah gaji presiden wakil presiden sik tidak seberapah dibanding planning mauk ngembat apbn nya pake markup proyek triliyunan yg sudah disiapin si prabowo ma sandi
1633,negatif,lohh ekspor kitaaa terlalu banyakkk panen dari petani terbuang percuma kita negara agrari tp hampir full ekspor ituu yg bikin rugi petanii kasian petani susah payah tanam panen tp ga ada yg konsumsi trs knp jokowi ngmng fundamental ekonomi malah game gajelas akal sehatnya mana,lohh ekspor kita terlalu banyak panen dari petani terbuang percuma kita negara agrari tp hampir full ekspor ituu yg bikin rugi petanii kasian petani susah payah tanam panen tp ga ada yg konsumsi trs knp jokowi ngmng fundamental ekonomi malah game gajelas akal sehatnya mana
1653,positif,subhanallah masya allah hebat debat akhir penutup dua prabowo sandi kerennnn habissss gaji tdk diambil seluruh elemen sektor ekonomi dan sektor tenaga kerja dan seluruh pelaku ulama relawan dll diberikan anugrah menag telak debat pilpres,subhanallah masya allah hebat debat akhir penutup dua prabowo sandi keren habis gaji tdk diambil seluruh elemen sektor ekonomi dan sektor tenaga kerja dan seluruh pelaku ulama relawan dll diberikan anugrah menag telak debat pilpres
1661,negatif,gaji presiden kurang lebih cuma jt itu prabowo uang segitu buat beli kuda satu ekor aja itu kurang bnyk bgt gaji wapres kisaran jt yaelahhh uang jajan seminggu anaknya sandi kali itu,gaji presiden kurang lebih cuma jt itu prabowo uang segitu buat beli kuda satu ekor aja itu kurang bnyk bgt gaji wapres kisaran jt yaelah uang jajan seminggu anaknya sandi kali itu
1679,positif,ganasssssss ini baru pemimpin prabowo sandiuno tak mau ambil gaji krn menganggap ekonominya sdh mapan sambut kemenangan,ganas ini baru pemimpin prabowo sandiuno tak mau ambil gaji krn menganggap ekonominya sdh mapan sambut kemenangan
1684,positif,masya allah my tearssss allah bless you sir prabowo and bro sandiuno seluruh gaji tak kan diterima karena allah telah memberimu lebih dari cukup dari indonesia ini,masya allah my tears allah bless you sir prabowo and bro sandiuno seluruh gaji tak kan diterima karena allah telah memberimu lebih dari cukup dari indonesia ini
1691,positif,subhanallah dgn krendahan hatinya prabowo sandi akan membagikan seluruh gajinya kpda yatim dan duafa midahan jalan mu diridoi oleh allah swt amiiiiin sugul ngronda jluk,subhanallah dgn krendahan hatinya prabowo sandi akan membagikan seluruh gajinya kpda yatim dan duafa midahan jalan mu diridoi oleh allah swt amin sugul ngronda jluk
1721,positif,bagimu yg dijawa gaada beda atau mgkin parah tp bagi yg ditimur sana mgkin beda aku aja ngerasain ke jogja cuma jam harga masih stabil bbm tersedia terus gk pernah ada kelangkaan yaaa ini pembangunan paling masuk akal dri pda sebelum sebelumnya,bagimu yg dijawa gaada beda atau mgkin parah tp bagi yg ditimur sana mgkin beda aku aja ngerasain ke jogja cuma jam harga masih stabil bbm tersedia terus gk pernah ada kelangkaan ya ini pembangunan paling masuk akal dri pda sebelum sebelumnya
1722,netral,arsul menyebut jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi namun sekjen ppp itu tidak memberikan detailnya ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung jokowi menang total debat,arsul menyebut jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi namun sekjen p itu tidak memberikan detailnya ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung jokowi menang total debat
1725,negatif,pembangunan ekonomi tanpa pemerataan waduuuh timpang dong kalo pak jokowi sama khmarufamin mah udah mikirin sampe kesini gatau kalo yg debat capres april pilih nas dem,pembangunan ekonomi tanpa pemerataan waduh timpang dong kalo pak jokowi sama khmarufamin mah udah mikirin sampe kesini gatau kalo yg debat capres april pilih nas dem
