,sentimen,before,after
17,positif,dalam pakta integritas antara prabowo sandi dan ulama yg terlibat dalam ijtimak ulama sudah sangat jelas bahwa pancasila dan nkri itu adalah harga mati tidak ada itu khilafah khilafah hanyalah bualan para makhluk di kolam uasdifitnah keji dan brutal uasdifitnah keji balas di tps,dalam pakta integritas antara prabowo sandi dan ulama yg libat dalam ijtimak ulama sudah sangat jelas bahwa pancasila dan nkri itu adalah harga mati tidak ada itu khilafah khilafah hanya bual para makhluk di kolam uasdifitnah keji dan brutal uasdifitnah keji balas di tps
19,positif,prabowo sejak jadi tni puluhan tahun nggak dia ambil gajinya serupiah pun sandi sejak jadi wagub jg demikian susah ya cari orang seperti mereka yang gak ambil gaji dari hasil mereka kerja untuk negara,prabowo sejak jadi tni puluh tahun nggak dia ambil gaji rupiah pun sandi sejak jadi wagub jg demikian susah ya cari orang seperti mereka yang gak ambil gaji dari hasil mereka kerja untuk negara
20,netral,assalamualaikum saya tahu satu suara itu sgt berharga dlm upaya memenangkan dua prabowo sandiuno saya hrs merelakan suara dikarenakan berada di jkt namun ktp daerah semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa semoga allah swt mengabulkan itu aamiin ya rabb,assalamualaikum saya tahu satu suara itu sgt harga dlm upaya menang dua prabowo sandiuno saya hrs rela suara karena ada di jkt namun ktp daerah moga suara saya yg tdk serta bisa balas dgn doa moga allah swt kabul itu aamiin ya rabb
21,negatif,jika terpilih prabowo sandiaga janji tak ambil gaji kita tahu mereka orang orang yang superkaya mbok ya rendah hatilah jangan menyatakan kata berkonotasi angkuh,jika pilih prabowo sandiaga janji tak ambil gaji kita tahu mereka orang orang yang superkaya mbok ya rendah hati jangan nyata kata konotasi angkuh
22,negatif,prabowo apa bapak gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan dua mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg tirakat mujahadah jika tdk maka dua akan semua tirakat,prabowo apa bapak gak harga rawan yg puasa dan tirakat munajad malam suntuk doa untuk menang dua mhn balas tweet dan kontribusi ngopi rokok dll mereka yg tirakat mujahadah jika tdk maka dua akan semua tirakat
23,positif,prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dan dhuafa melalui gaji mereka berfua yg tidak akan diambil dan akan disedekahkan april tusuk prabowo sandi,prabowo sandi menang otomatis kita ikut sedekah bagi kaum farkir miskin dan dhuafa lalu gaji mereka berfua yg tidak akan ambil dan akan sedekah april tusuk prabowo sandi
24,positif,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman seorang jokowi memiliki wakil yg berpengalaman dibidang ekonomi coblos yuk satu,pilih orang baik pilih jelas islam pilih baju putih percaya hanya beri pd mrk yg alam orang jokowi milik wakil yg alam bidang ekonomi coblos yuk satu
25,negatif,ummat islam yg waras dan cerdas pasti senang beramal coblos prabowo anda ikut andil dlm beramal gaji beliau tdk diambil tp untk amal,ummat islam yg waras dan cerdas pasti senang amal coblos prabowo anda ikut andil dlm amal gaji beliau tdk ambil tp untk amal
26,positif,pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur jokowi jg berhasil memperbaiki ekonomi indonesia coblos yuk satu,pilih orang baik pilih jelas islam pilih baju putih hasil tidak hanya bidang infrastruktur jokowi jg hasil baik ekonomi indonesia coblos yuk satu
27,negatif,model ngeles petruk sudah ketaker ber busa didepan sandi ngomongin ekonomi makro dg congkaknya untung sandi nya sabar gak di kick balik pantesan menterinya yg pintar pada mbodoni lha juragannya kyk gini pek nya uasdifitnah keji balas di tps prabowo sandiuno,model ngeles truk sudah ketaker ber busa depan sandi ngomongin ekonomi makro dg congkak untung sandi nya sabar gak di kick balik pantesan menteri yg pintar pada mbodoni lha juragan kyk gin pek nya uasdifitnah keji balas di tps prabowo sandiuno
28,positif,dengan memilih dua kita sudah bersodakoh karna prabowo sandi menyumbangkan gaji mereka untuk negara fakir miskin yatim piatu masjid jadikan prabowo sandi presiden dan wakil presiden ri save uas,dengan pilih dua kita sudah bersodakoh karna prabowo sandi sumbang gaji mereka untuk negara fakir miskin yatim piatu masjid jadi prabowo sandi presiden dan wakil presiden ri save uas
29,positif,alhamdulillah capres dua mau sedekahkan gajinya untuk rakyat miskin disini kami korban gempa pasigala butuh bantuan pak prabowo sandiuno karniilyas rockygerung prabowo sandi duamenang adil makmur,alhamdulillah capres dua mau sedekah gaji untuk rakyat miskin sini kami korban gempa pasigala butuh bantu pak prabowo sandiuno karniilyas rockygerung prabowo sandi duamenang adil makmur
30,netral,no donk mang dan sayah percaya semua saudara seperjuangan dua ikhlas hanya ingin negeri ini berubah jauh lebik baik lg dari sekarang masyarakatnya damai tenang aman kesejahteraan meningkat harga rendah stabil uasdifitnah keji balas di tps uasdifitnah keji balas di tps,no donk mang dan sayah percaya semua saudara juang dua ikhlas hanya ingin negeri ini ubah jauh lebik baik lg dari sekarang masyarakat damai tenang aman sejahtera tingkat harga rendah stabil uasdifitnah keji balas di tps uasdifitnah keji balas di tps
31,negatif,divhumas polri gakan di ladenin sama pak pulisi karna pak pulisi di gaji sama jokowi pake duit jokowi bukaan sama rakyat lapor nya nanti aja tunggu udah ganti presiden uasdifitnah keji dan brutal uasdifitnah keji dan brutal uasdifitnah keji dan brut,divhumas polri gakan di ladenin sama pak pulisi karna pak pulisi di gaji sama jokowi pake duit jokowi buka sama rakyat lapor nya nanti aja tunggu udah ganti presiden uasdifitnah keji dan brutal uasdifitnah keji dan brutal uasdifitnah keji dan brut
32,negatif,baguslah pendukung jokowi tebang pohon bkn dg golok gergaji tapi dg ranting pohon itu sendiri jadi elektabilitas jokowi nyungseb bkn oleh lawan politiknya tapi oleh pendukung dari dalam sendiri tolol dipelihara dasar ebong,bagus dukung jokowi tebang pohon bkn dg golok gergaji tapi dg ranting pohon itu sendiri jadi elektabilitas jokowi nyungseb bkn oleh lawan politik tapi oleh dukung dari dalam sendiri tolol pelihara dasar ebong
33,positif,memang tidak bisa kita menghendaki harga cabai sampai rp harga bawang sampai rp petaninya yang kasihan kata jokowi jokowi kyai maruf periode lagi untuk jokowi pesona bono surfing,memang tidak bisa kita hendak harga cabai sampai rp harga bawang sampai rp petan yang kasihan kata jokowi jokowi kyai maruf periode lagi untuk jokowi pesona bono surfing
34,netral,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi via,presiden jokowi dan raja salman sepakat tingkat kerjasama ekonomi via
35,negatif,dua kelar hidupmu bisanya cuma harga mahal turunkan solusi kubu prabowo bahlull,dua kelar hidup bisa cuma harga mahal turun solusi kubu prabowo bahlull
36,positif,tak akan terima gaji sbg presiden dan wapres akan disumbangkan ke negara dan fakir miskin pertama dlm sejarah bangsa indonesia debat pilpres pernyataan penutup prabowo sandiaga uno lewat youtube,tak akan terima gaji sbg presiden dan wapres akan sumbang ke negara dan fakir miskin pertama dlm sejarah bangsa indonesia debat pilpres nyata tutup prabowo sandiaga uno lewat youtube
37,positif,kalau infrastructure yg di bangun pakai uang pribadi dia boleh lah yg ga mendukung untuk tidak lewat sana tp ini pakai pajak dr semua warga negara dan setiap lewat pun harus bayar,kalau infrastructure yg di bangun pakai uang pribadi dia boleh lah yg ga dukung untuk tidak lewat sana tp ini pakai pajak dr semua warga negara dan tiap lewat pun harus bayar
38,positif,pilih orang baik pilih yg jelas islamnya pilih yg baju putih ada beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya,pilih orang baik pilih yg jelas islam pilih yg baju putih ada beberapa harga yg anugerah kepada jadi bukti bahwa jokowi adalah sosok pimpin yg aku integritas
39,positif,bersatu bersama jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat,satu sama jokowi kma pilih orang baik pilih jelas islam pilih baju putih bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jokowi jk sangat jauh tingkat
40,netral,orang luar negeri sangat menghargai prestasi yg sudah dilakukan jokowi tetapi dinegaranya sendiri banyak yg mencaci,orang luar negeri sangat harga prestasi yg sudah laku jokowi tetapi negara sendiri banyak yg caci
41,netral,maaf pak rakyat tdk butuh pelukan rakyat butuh harga sembako murah listrik tarif turunkan butuh lap kerja bukan janji saja uasdifitnah keji dan brutal,maaf pak rakyat tdk butuh peluk rakyat butuh harga sembako murah listrik tarif turun butuh lap kerja bukan janji saja uasdifitnah keji dan brutal
42,netral,gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of presiden jokowi penting kekuatan bersama untuk kalahkan tetap jokowi,gameof thrones winter is coming pidato jokowi di imf bank dunia ibarat ekonomi dunia seperti game of thrones game of presiden jokowi penting kuat sama untuk kalah tetap jokowi
43,positif,vidiaamanda april pilih jokowi kma pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan https bit,vidiaamanda april pilih jokowi kma pilih orang baik pilih jelas islam pilih baju putih dulu sekadar ada tumbuh ekonomi tanpa perata namun di zaman pak jokowi bukan hanya tumbuh ekonomi tapi juga perata bangun https bit
44,netral,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi optimis indonesia maju,jokowi dan raja salman sepakat tingkat kerja sama ekonomi optimis indonesia maju
45,negatif,uahuasuahuas meskipun aku di surga mungkin aku tak bahagia bahagiaku tak sempurna bila itu tanpamu gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga ckckckck salah milih guru ngaji gue ganti pengajian,uahuasuahuas meski aku di surga mungkin aku tak bahagia bahagia tak sempurna bila itu tanpa gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga ckckckck salah milih guru ngaji gue ganti aji
46,negatif,buat anggota kpu id anda tdk layak digaji sebaiknya rasa malu diutamakan daripada isi perut gede bacot minim torehan prestasi cc jokowi,buat anggota kpu id anda tdk layak gaji baik rasa malu utama daripada isi perut gede bacot minim toreh prestasi cc jokowi
47,netral,gasah mengejek program pa jokowi karena program ini jg tdk asal pasti sdh dipikirkan mateng seperti program kis dulu mari kita hargai jgn saling menghujat,gasah ejek program pa jokowi karena program ini jg tdk asal pasti sdh pikir mateng seperti program kis dulu mari kita harga jgn saling hujat
48,netral,monggo silahkan itu hak anda hargai juga kami yg inginkan perubahan lebih baik,monggo silah itu hak anda harga juga kami yg ingin ubah lebih baik
49,positif,pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya,pilih orang baik pilih jelas islam pilih baju putih beberapa harga yg anugerah kepada jadi bukti bahwa jokowi adalah sosok pimpin yg aku integritas
50,negatif,he he he sok bijak nih antek orba pikirkan letjen pecatan yang bilang biang kerok ekonomi indonesia adalah presiden sebelum jokowi ada jenderal sby gimana demokrat ngga beralih dukungan ke jokowi coba,he he he sok bijak nih antek orba pikir letjen pecat yang bilang biang kerok ekonomi indonesia adalah presiden belum jokowi ada jenderal sby gimana demokrat ngga alih dukung ke jokowi coba
51,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi via metrobali,presiden jokowi dan raja salman sepakat tingkat kerja sama ekonomi via metrobali
52,netral,gue kasih tau beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya pilih orang pilih jelas pilih baju putih,gue kasih tau beberapa harga yg anugerah kepada jadi bukti bahwa jokowi adalah sosok pimpin yg aku integritas pilih orang pilih jelas pilih baju putih
53,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi via bali netizen,presiden jokowi dan raja salman sepakat tingkat kerja sama ekonomi via bal netizen
54,positif,dalam penjelasannya kyai khmarufamin mau menjadi cawapres karna jokowi punya komitmen terkait ekonomi umat dgn apa yg disebutnya sebagai arus baru ekonomi indonesia membangun ekonomi dri bawah pilih orang baik pilih yg jelas islamnya pilih yg baju putih,dalam jelas kyai khmarufamin mau jadi cawapres karna jokowi punya komitmen kait ekonomi umat dgn apa yg sebut bagai arus baru ekonomi indonesia bangun ekonomi dri bawah pilih orang baik pilih yg jelas islam pilih yg baju putih
55,positif,pilih orang baik pilih jelas islamnya pilih baju putih menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan,pilih orang baik pilih jelas islam pilih baju putih menteri aja prestasi apalagi pimpin bisa kata era jokowi lah mana jumlah menteri banyak raih harga
56,negatif,populer jokowi naikkan tax ratio drastis bisa guncang ekonomi,populer jokowi naik tax ratio drastis bisa guncang ekonomi
57,positif,lalu berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang baik pilih yg jelas islamnya pilih yg baju putih,lalu bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jokowi jk sangat jauh tingkat pilih orang baik pilih yg jelas islam pilih yg baju putih
58,negatif,disitu pak jokowi hanya membahas game online bagi pemain profesional bahkan sekarang udah ada piala presiden mobile legend dan hadiahnya sangat besar jika kita mau bersaing didunia online seperti game ekonomi kita juga akan naik,situ pak jokowi hanya bahas game online bagi main profesional bahkan sekarang udah ada piala presiden mobile legend dan hadiah sangat besar jika kita mau saing dunia online seperti game ekonomi kita juga akan naik
59,positif,jokowi khmarufamin april pilih jokowi kma pada ngerti kan kalo pak jokowi belajar ngaji sejak sebelum jadi pejabat murni mendalami agama tanpa unsur pencitraan pilih orang baik pilih jelas islamnya pilih baju putih,jokowi khmarufamin april pilih jokowi kma pada ngerti kan kalo pak jokowi ajar ngaji sejak belum jadi jabat murni dalam agama tanpa unsur citra pilih orang baik pilih jelas islam pilih baju putih
60,positif,repost from sandiuno repost media app prabowo sandi tidak ingin gagal fokus kita ingin pembangunan besar besaran ini berdampak langsung pada ekonomi dan,repost from sandiuno repost media app prabowo sandi tidak ingin gagal fokus kita ingin bangun besar besar ini dampak langsung pada ekonomi dan
61,negatif,alasan prabowo sandi tak terima gaji jika menang negara sedang susah,alas prabowo sandi tak terima gaji jika menang negara sedang susah
62,negatif,he he he pikirkan letjen pecatan yang bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima dungu,he he he pikir letjen pecat yang bilang biang kerok ekonomi presiden belum jokowi ada jenderal sby ada jenderal soeharto yg bintang nya sampe lima dungu
63,netral,jokowi menambahkan capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak jokowi kyai maruf,jokowi tambah capai tumbuh itu perlu syukur karena indonesia tetap tumbuh meski kondisi ekonomi global sedang gejolak jokowi kyai maruf
65,negatif,terus lah bersuara minta keadilan satu suara begitu berarti kpu id kerja yang benar jangan makan gaji buta jangan curang,terus lah suara minta adil satu suara begitu arti kpu id kerja yang benar jangan makan gaji buta jangan curang
67,positif,gue kasih tau menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan pilih orang pilih jelas pilih baju putih,gue kasih tau menteri aja prestasi apalagi pimpin bisa kata era jokowi lah mana jumlah menteri banyak raih harga pilih orang pilih jelas pilih baju putih
68,netral,berita terbaru prabowo saya tak ingin naikkan pajak persen dalam setahun telah ada di,berita baru prabowo saya tak ingin naik pajak persen dalam tahun telah ada di
69,positif,jokowi menjelaskan pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan dengan demikian kekuatan ekonomi indonesia bisa lebih stabil jokowi kyai maruf,jokowi jelas bangun dan revitalisasi pasar rakyat ini jadi dasar utama dalam bangun ekonomi bas rakyat dengan demikian kuat ekonomi indonesia bisa lebih stabil jokowi kyai maruf
70,netral,gue kasih tau berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang pilih jelas pilih baju putih,gue kasih tau bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jokowi jk sangat jauh tingkat pilih orang pilih jelas pilih baju putih
71,positif,pilih orang baik pilih jelas islamnya pilih baju putih presiden jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter,pilih orang baik pilih jelas islam pilih baju putih presiden jokowi bangun spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang mula ribu liter jadi liter
72,positif,bersatu menangkan jokowi pilih orang baik pilih jelas islamnya pilih baju putih brbagai upaya telah dilakukan utk membangun indonesia bebas korupsi dr pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan bg masyarakat yg mengungkap korupsi,satu menang jokowi pilih orang baik pilih jelas islam pilih baju putih brbagai upaya telah laku utk bangun indonesia bebas korupsi dr layan bas elektronik sistem adu masyarakat harga bg masyarakat yg ungkap korupsi
73,negatif,leres pakdhe salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum jadi pripun kabare duatahunnovel pakde jokowi,les pakdhe salah satu aspek penting dari faktor ekonomi yg tumbuh adalah stabilitas politik dalam negeri yg tunjuk dg ada pasti dan adil dalam tega hukum jadi pripun kabare duatahunnovel pakde jokowi
74,negatif,demikian pak prabowo walau pendidikannya tentara tapi ayahnya seorang ekonom legendaris di indonesia ya kali deh gak ngerti makro dan mikro makro dan mikro pelajaran semester satu dua di fakultas ekonomi cmiiw ketauan jae baru belajar ekonomi kacaw,demikian pak prabowo walau didik tentara tapi ayah orang ekonom legendaris di indonesia ya kali deh gak ngerti makro dan mikro makro dan mikro ajar semester satu dua di fakultas ekonomi cmiiw tau jae baru ajar ekonomi kacaw
75,netral,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka melihat jalanya yg megah seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka lihat jala yg megah harus hasil bumi laut yg limpah ruah lebih dahulu baru idonesia maju jadi menang
76,netral,pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang semula ribu liter menjadi liter,pilih orang baik pilih jelas islam pilih baju putih jokowi bangun spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga yang mula ribu liter jadi liter
77,netral,katanya jas itu harga mahal dan pakaian orang eropa dan amerika,kata jas itu harga mahal dan pakai orang eropa dan amerika
78,netral,prabowo janjikan harga karet dan kelapa sawit bikin senyum petani,prabowo janji harga karet dan kelapa sawit bikin senyum tani
79,netral,orang ini sangat dihargai oleh raja arab saudi dia pemimpin ku,orang ini sangat harga oleh raja arab saudi dia pimpin ku
80,negatif,mencontoh ekonomi china bukannya sujud seperti sekarang,contoh ekonomi china bukan sujud seperti sekarang
81,positif,fyi gaes berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat pilih orang pilih jelas pilih baju putih,fyi gaes bagai capai telah hasil capai khusus tumbuh ekonomi di era perintah jokowi jk sangat jauh tingkat pilih orang pilih jelas pilih baju putih
82,netral,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman seorang jokowi memiliki wakil yg berpengalaman dibidang ekonomi,pilih orang baik pilih jelas islam pilih baju putih percaya hanya beri pd mrk yg alam orang jokowi milik wakil yg alam bidang ekonomi
83,negatif,berapa sih gaji presiden dan wakil presiden berapa sih tunjangannya kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat itu baru jualan klu hanya gaji itu namanya jualan basi,berapa sih gaji presiden dan wakil presiden berapa sih tunjang kalau kalian kata tdk akan ambil peser gaji dan tunjang baru hebat itu baru jual klu hanya gaji itu nama jual basi
84,positif,mungkin pak prabowo mengharap ketulusan karyawan untuk tidak menuntut,mungkin pak prabowo harap tulus karyawan untuk tidak tuntut
85,netral,jamu jokowi raja salman sajikan nasi mandhi warta ekonomi,jamu jokowi raja salman saji nasi mandhi warta ekonomi
86,positif,pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan,pilih orang baik pilih jelas islam pilih baju putih dulu sekadar ada tumbuh ekonomi tanpa perata namun di zaman pak jokowi bukan hanya tumbuh ekonomi tapi juga perata bangun
87,negatif,kami moslem kami menghormati dan menghargai umat agama laen kami cinta damai karena islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali dan kamipun pendukung dua bhineka tunggal ika uasdifitnah keji dan brutal,kami moslem kami hormat dan harga umat agama laen kami cinta damai karena islam ajar utk buat baik kpd semua manusia tanpa kecuali dan kami dukung dua bhineka tunggal ika uasdifitnah keji dan brutal
88,positif,prabowo sandiuno tidak akan ambil gaji serupiah pun jika terpilih sbg presiden ri benar kata alm gus dur orang yg paling ihlas utk indonesia adalah prabowo prabowo sandi okbanget prabowo sandi tak terbendung tutuptusuk,prabowo sandiuno tidak akan ambil gaji rupiah pun jika pilih sbg presiden ri benar kata alm gus dur orang yg paling ihlas utk indonesia adalah prabowo prabowo sandi okbanget prabowo sandi tak bendung tutuptusuk
89,netral,jokowi maruf bicara pengalaman prabowo sandi janji tak ambil gaji,jokowi maruf bicara alam prabowo sandi janji tak ambil gaji
90,netral,pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi,pilih orang baik pilih jelas islam pilih baju putih pilih pimpin itu yg udh jelas banyak capai nah ini dia capai ekonomi lama perintah jokowi
91,negatif,gak perlu suudzon di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan arab saudi gak usah nyinyir bro urus tuh junjunganmu yg lagi ziarah kubur moga aja gak nyembah kuburan,gak perlu suudzon di samping umroh pak jokowi juga bahas kerja sama di bidang ekonomi dengan perintah arab saudi gak usah nyinyir bro urus tuh junjung yg lagi ziarah kubur moga aja gak nyembah kubur
92,positif,pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak anak muda kreatif,pilih orang baik pilih jelas islam pilih baju putih perintah jokowi juga sebut masa depan ekonomi indonesia di tangan anak anak muda kreatif
93,positif,pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur jokowi jg berhasil memperbaiki ekonomi indonesia,pilih orang baik pilih jelas islam pilih baju putih hasil tidak hanya bidang infrastruktur jokowi jg hasil baik ekonomi indonesia
94,positif,jokowi maruf pemimpin indonesia pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin yg diakui integritasnya,jokowi maruf pimpin indonesia pilih orang baik pilih jelas islam pilih baju putih beberapa harga yg anugerah kepada jadi bukti bahwa jokowi adalah sosok pimpin yg aku integritas
