,sentimen,before,after
33,positif,"memang tidak bisa kita menghendaki harga cabai sampai rp 10.000, harga bawang sampai rp 5.000, petaninya yang kasihan, kata jokowi 2019jokowi kyai maruf 1periode lagi untuk jokowi pesona bono surfing https://twitter.com/tag_nusantara/status/1061795598209232896/photo/1 pic.twitter.com/napi0soreiâ","memang tidak bisa kita menghendaki harga cabai sampai rp 10.000, harga bawang sampai rp 5.000, petaninya yang kasihan, kata jokowi 2019jokowi kyai maruf 1periode lagi untuk jokowi pesona bono surfing"
34,netral,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi  https://apahabar.com/2019/04/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerjasama-ekonomi/â â€¦ via @apahabar.com,presiden jokowi dan raja salman sepakat tingkatkan kerjasama ekonomi   â€¦ via @
36,positif,tak akan terima gaji sbg presiden dan wapres. akan disumbangkan ke negara dan fakir miskin..pertama dlm sejarah bangsa indonesia..  debat pilpres: pernyataan penutup prabowo-sandiaga uno  https://youtu.be/rmqzsqn-u3câ  lewat @youtube,tak akan terima gaji sbg presiden dan wapres. akan disumbangkan ke negara dan fakir miskin..pertama dlm sejarah bangsa indonesia..  debat pilpres: pernyataan penutup prabowo-sandiaga uno    lewat @youtube
38,positif,"pilih orang baik pilih yg jelas islamnya pilih yg baju putih ada beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya. https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanâ â€¦","pilih orang baik pilih yg jelas islamnya pilih yg baju putih ada beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  â€¦"
39,positif,"bersatu bersama jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat. https://www.youtube.com/watch?v=p8qvuqcf9ioâ â€¦]","bersatu bersama jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.  â€¦]"
42,netral,"gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of throneâ€™, presiden jokowi: penting, kekuatan bersama untuk kalahkan â€˜evil winterâ€™ http://setkab.go.id/seperti-game-of-throne-presiden-jokowi-penting-kekuatan-bersama-untuk-kalahkan-evil-winter/â â€¦ â€¦ 2019tetap jokowi pic.twitter.com/b8bzpjbffi","gameof thrones winter is coming pidato jokowi di imf bank dunia ibaratkan ekonomi dunia seperti game of thrones game of throneâ€™, presiden jokowi: penting, kekuatan bersama untuk kalahkan â€˜evil winterâ€™  â€¦ â€¦ 2019tetap jokowi"
44,netral,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi http://mediaindonesia.com/read/detail/229640-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomiâ â€¦ 01optimis indonesia maju pic.twitter.com/gudihikymw,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  â€¦ 01optimis indonesia maju
49,positif,"pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya. https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanâ â€¦","pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  â€¦"
51,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi:  http://metrobali.com/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi/â â€¦ via @metrobali,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi:   â€¦ via @metrobali
52,netral,"gue kasih tau..beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.â https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanâ â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih","gue kasih tau..beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.â  â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih"
53,netral,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi  https://www.balinetizen.com/2019/04/14/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi/â â€¦ via @bali netizen,presiden jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi   â€¦ via @bali netizen
54,positif,"dalam penjelasannya kyai @khmarufamin_ mau menjadi cawapres karna @jokowi punya komitmen terkait ekonomi umat dgn apa yg disebutnya sebagai arus baru ekonomi indonesia, membangun ekonomi dri bawah. https://bit.ly/2zbe65vâ pilih orang baik pilih yg jelas islamnya pilih yg baju putih","dalam penjelasannya kyai @khmarufamin_ mau menjadi cawapres karna @jokowi punya komitmen terkait ekonomi umat dgn apa yg disebutnya sebagai arus baru ekonomi indonesia, membangun ekonomi dri bawah.  pilih orang baik pilih yg jelas islamnya pilih yg baju putih"
55,positif,"pilih orang baik pilih jelas islamnya pilih baju putih menterinya aja berprestasi, apalagi pemimpinnya. bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan. https://bit.ly/2ipbiddâ","pilih orang baik pilih jelas islamnya pilih baju putih menterinya aja berprestasi, apalagi pemimpinnya. bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan."
56,negatif,populer b1 4: jokowi: naikkan tax ratio drastis bisa guncang ekonomi http://brt.st/6b4kâ,populer b1 4: jokowi: naikkan tax ratio drastis bisa guncang ekonomi
57,positif,"lalu berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat. pilih orang baik pilih yg jelas islamnya pilih yg baju putih https://www.youtube.com/watch?v=p8qvuqcf9ioâ â€¦]","lalu berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat. pilih orang baik pilih yg jelas islamnya pilih yg baju putih  â€¦]"
60,positif,repost from sandiuno (repost_media_app) prabowo-sandi tidak ingin gagal fokus. kita ingin pembangunan besar-besaran ini berdampak langsung pada ekonomi dan kesejahteraanâ€¦ https://www.instagram.com/fely_irzahn/p/bwqn4ubgziz/?utm_source=ig_twitter_share&igshid=4xvs93h4zmduâ â€¦,repost from sandiuno (repost_media_app) prabowo-sandi tidak ingin gagal fokus. kita ingin pembangunan besar-besaran ini berdampak langsung pada ekonomi dan kesejahteraanâ€¦  â€¦
61,negatif,alasan prabowo-sandi tak terima gaji jika menang: negara sedang susah  https://kumparan.com/@kumparannews/alasan-prabowo-sandi-tak-terima-gaji-jika-menang-negara-sedang-susah-1qsim359eyk?utm_medium=post&utm_source=facebook&utm_campaign=intâ â€¦,alasan prabowo-sandi tak terima gaji jika menang: negara sedang susah   â€¦
63,netral,"jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak 2019jokowi kyai maruf https://twitter.com/tagar_nusantara/status/1105782861150314496/photo/1 pic.twitter.com/y4pflstk8lâ","jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak 2019jokowi kyai maruf"
64,positif,"janji tak ambil gaji jika menang pilpres, prabowo: bukti kita tulus https://news.detik.com/berita/d-4509660/janji-tak-ambil-gaji-jika-menang-pilpres-prabowo-bukti-kita-tulus?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=facebook#echobox=1555173787â â€¦","janji tak ambil gaji jika menang pilpres, prabowo: bukti kita tulus  â€¦"
67,positif,"gue kasih tau..menterinya aja berprestasi, apalagi pemimpinnya. bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.â https://bit.ly/2ipbiddâ â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih","gue kasih tau..menterinya aja berprestasi, apalagi pemimpinnya. bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.â  â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih"
68,netral,berita terbaru (prabowo: saya tak ingin naikkan pajak 16 persen dalam setahun) telah ada di  http://pilpres.idâ  -  https://pilpres.id/info/prabowo-saya-tak-ingin-naikkan-pajak-16-persen-dalam-setahun.htmlâ â€¦ pic.twitter.com/8o7biqq0gn,berita terbaru (prabowo: saya tak ingin naikkan pajak 16 persen dalam setahun) telah ada di    -   â€¦
69,positif,"jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. dengan demikian, kekuatan ekonomi indonesia bisa lebih stabil 2019jokowi kyai maruf https://twitter.com/tagar_nusantara/status/1105659138061688838/photo/1 pic.twitter.com/xyt9viwprjâ","jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. dengan demikian, kekuatan ekonomi indonesia bisa lebih stabil 2019jokowi kyai maruf"
70,netral,"gue kasih tau..berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.â https://www.youtube.com/watch?v=p8qvuqcf9ioâ â€¦]â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih","gue kasih tau..berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.â  â€¦]â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih"
71,positif,"pilih orang baik pilih jelas islamnya pilih baju putih presiden @jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter. http://beritahati.com/berita/38106/warga-puncak-papua-era-jokowi-harga-bbm-di-papua-sama-dengan-pulau-jawaâ â€¦","pilih orang baik pilih jelas islamnya pilih baju putih presiden @jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  â€¦"
76,netral,"pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter. http://beritahati.com/berita/38106/warga-puncak-papua-era-jokowi-harga-bbm-di-papua-sama-dengan-pulau-jawaâ â€¦","pilih orang baik pilih jelas islamnya pilih baju putih jokowi bangunkan spbu pertama setelag 71 tahun di kabupaten puncak jaya papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  â€¦"
78,netral,prabowo janjikan harga karet dan kelapa sawit bikin senyum petani  https://nasional.sindonews.com/read/1394419/12/prabowo-janjikan-harga-karet-dan-kelapa-sawit-bikin-senyum-petani-1554858831?utm_source=dlvr.it&utm_medium=referralâ â€¦,prabowo janjikan harga karet dan kelapa sawit bikin senyum petani   â€¦
81,positif,"fyi gaes...berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.â https://www.youtube.com/watch?v=p8qvuqcf9ioâ â€¦]â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih","fyi gaes...berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.â  â€¦]â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih"
82,netral,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman. seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi. https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlâ â€¦,pilih orang baik pilih jelas islamnya pilih baju putih kepercayaan hanya diberikan pd mrk yg berpengalaman. seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.  â€¦
85,netral,"jamu jokowi, raja salman sajikan nasi mandhi - warta ekonomi  https://www.wartaekonomi.co.id/read223718/jamu-jokowi-raja-salman-sajikan-nasi-mandhi.htmlâ â€¦","jamu jokowi, raja salman sajikan nasi mandhi - warta ekonomi   â€¦"
86,positif,"pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. namun, di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan. https://bit.ly/2ub5n4gâ","pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. namun, di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan."
88,positif,@prabowo & @sandiuno tidak akan ambil gaji serupiah pun jika terpilih sbg presiden ri benar kata alm. gus dur : orang yg paling ihlas utk indonesia adalah prabowo ..! prabowo sandi okbanget prabowo sandi tak terbendung tutup01tusuk02 pic.twitter.com/vmyb,@prabowo & @sandiuno tidak akan ambil gaji serupiah pun jika terpilih sbg presiden ri benar kata alm. gus dur : orang yg paling ihlas utk indonesia adalah prabowo ..! prabowo sandi okbanget prabowo sandi tak terbendung tutup01tusuk02
89,netral,"jokowi-ma'ruf bicara pengalaman, prabowo-sandi janji tak ambil gaji  https://today.line.me/id/pc/article/jokowi+ma+ruf+bicara+pengalaman+prabowo+sandi+janji+tak+ambil+gaji-gyoxl8?utm_source=facebook&utm_medium=linetodayhome&utm_campaign=snsoperationâ â€¦","jokowi-ma'ruf bicara pengalaman, prabowo-sandi janji tak ambil gaji   â€¦"
90,netral,"pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi https://bit.ly/2ogymxtâ","pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi"
92,positif,pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak-anak muda kreatif. https://bit.ly/2uauzkrâ,pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak-anak muda kreatif.
93,positif,"pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur, jokowi jg berhasil memperbaiki ekonomi indonesia. https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328â â€¦","pilih orang baik pilih jelas islamnya pilih baju putih keberhasilan tidak hanya dibidang infrastruktur, jokowi jg berhasil memperbaiki ekonomi indonesia.  â€¦"
94,positif,"jokowi-ma'ruf pemimpin indonesia. pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya. https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanâ â€¦","jokowi-ma'ruf pemimpin indonesia. pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  â€¦"
97,negatif,prabowo-sandi sepakat ekonomi indonesia salah arah  http://dlvr.it/r2pfn7â  pic.twitter.com/uyuisdr3ur,prabowo-sandi sepakat ekonomi indonesia salah arah
98,negatif,prabowo-sandi sepakat ekonomi indonesia salah arah  http://dlvr.it/r2pfmnâ  via : @kedaipenacom pic.twitter.com/fqqvzcojs4,prabowo-sandi sepakat ekonomi indonesia salah arah    via : @kedaipenacom
99,netral,"fyi gaes...beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.â https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanâ â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih","fyi gaes...beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.â  â€¦â pilih orang baikâ pilih jelas islamnyaâ pilih baju putih"
103,netral,"buka porprov jateng, ganjar ingin kepala daerah contoh jokowi hargai atlet 2019jokowi kyai maruf rakyat apresiasi kinerja jokowi https://twitter.com/tag_nusantara/status/1060707183812169729/video/1â â€¦","buka porprov jateng, ganjar ingin kepala daerah contoh jokowi hargai atlet 2019jokowi kyai maruf rakyat apresiasi kinerja jokowi  â€¦"
105,netral,"@khmarufamin_ untuk indonesia maju pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. namun, di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan. https://bit.ly/2ub5","@khmarufamin_ untuk indonesia maju pilih orang baik pilih jelas islamnya pilih baju putih dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. namun, di zaman pak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan."
107,netral,"@vidiaamanda3 17 april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi https://bit.ly/2ogymxtâ","@vidiaamanda3 17 april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi"
109,netral,"@dinikurnia21 17 april coblos jokowi-ma'ruf. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi https://bit.ly/2ogymxtâ","@dinikurnia21 17 april coblos jokowi-ma'ruf. pilih orang baik pilih jelas islamnya pilih baju putih pilih pemimpin itu yg udh jelas banyak pencapaiannya. nah, ini dia 5 pencapaian ekonomi selama pemerintahan jokowi"
110,netral,@khmarufamin_ 17 april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak-anak muda kreatif. https://bit.ly/2uauzkrâ,@khmarufamin_ 17 april pilih jokowi-kma. pilih orang baik pilih jelas islamnya pilih baju putih pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anak-anak muda kreatif.
112,netral,"terpilih jadi presiden/wapres, prabowo-sandi berjanji akan berikan gajinya bagi kaum miskinâ€¦  https://goo.gl/fb/2vtnkiâ ","terpilih jadi presiden/wapres, prabowo-sandi berjanji akan berikan gajinya bagi kaum miskinâ€¦"
113,netral,demokrat minta prabowo hargai kontribusi presiden sebelumnya  https://goo.gl/fb/d1nvpaâ ,demokrat minta prabowo hargai kontribusi presiden sebelumnya
114,positif,"jokowi-kma pemimpin optimis. pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya. https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanâ â€¦","jokowi-kma pemimpin optimis. pilih orang baik pilih jelas islamnya pilih baju putih beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  â€¦"
118,netral,"pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat. https://www.youtube.com/watch?v=p8qvuqcf9ioâ â€¦]","pilih orang baik pilih jelas islamnya pilih baju putih berbagai pencapaian telah berhasil tercapai. khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -jk, sangat jauh meningkat.  â€¦]"
